Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
Joseph J. Piccininni R.C,Indoor recreational facilities,1369 St Clair Ave W,Toronto,70030,100,0,851121.681,144738.9585,"311,006",34
Joseph Sheard Parkette,Other,17 Granby St,Toronto,0,100,0,913.915574,0,40,
June Callwood Park,Other,636 Fleet St,Toronto,0,100,0,11191.82573,0,492,
Kbs-Post S East  Parking Lot,Parking garages,174 Beecroft Rd,Toronto,0,168,0,0,0,"1,704",
Keele C.C,Community centres,181 Glenlake Ave,Toronto,10000,100,0,9447.096035,0,416,0.9
Keele Pumping Station,Facilities related to the pumping of water,4995 Keele St,Toronto,2745,168,38457.808,6838837.903,0,"300,909","2,491.40"
Keele Valley Landfill,Other,200 McNaughton Rd,Vaughan,10764,70,0,1334258.058,0,"58,707",124
Keelesdale Park,Other,2801 Eglinton Ave W,Toronto,0,100,0,148066.6655,0,"6,515",
Kenaston Gardens,Other,12 Kenaston Gardens,North York,0,100,0,5477.124633,0,241,
Kennedy Eglinton,Public libraries,2380 Eglinton Ave E,Toronto,7653,70,0,120050.6257,616.088235,"6,447",16.5
Kennedy Park Sewage Pumping Station,Facilities related to the pumping of sewage,15 Birchview Cr,Toronto,151,168,119.0484,15310.39064,0,674,101.4
Kennedy Pumping Station,Facilities related to the pumping of water,148 Purcell Square,Toronto,5360,168,33700.523,3869647.013,0,"170,264",722
Kew Gardens Outdoor Rink,Other,28-56 Lee Av,Toronto,797,100,0,283936.1008,0,"12,493",356.3
Kew Gardens Park,Other,70 Kew Beach Av,Toronto,18406,100,0,269520.2004,11743.91221,"34,055",21.4
King St Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1116 King St W,Toronto,83485,70,0,478316.0121,158231.1882,"320,103",25.7
Kingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,3241 Kingston Rd,Toronto,0,168,83.96784,139291.6785,0,"6,129",
Kipling Acres,Long-term care,2233 Kipling Ave,Toronto,184590,168,0,3199538.944,461905.7355,"1,013,782",43.7
Kipling Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",441 Kipling Ave,Toronto,27373,70,0,195819.332,40526.34725,"85,211",22.8
Kipling Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",435 Kipling Ave,Toronto,11001,70,0,454731.3889,40146.09647,"95,884",79.9
Kirkwood Park T.C,Other,25 Kirkwood Rd,Toronto,0,100,0,14385.08557,0,633,
Kiwanis Pool Change Rooms,Other,375 Cedarvale Avenue,Toronto,2939,100,0,183212.179,0,"8,061",62.3
Knob Hill Park-ODP,Other,25 Seminole Ave,Toronto,3255,100,0,16860.09333,0,742,5.2
La Rose Park,Other,65 La Rose Ave,Toronto,0,100,0,2013.536314,0,89,
Lake Front Boat Hse,Other,390 Lake Front Boat/Hse,Toronto,0,100,0,14847.33682,0,653,
Lakeshore Assembly Hall,Cultural facilities,1 Colonel Samuel Smith Park Dr,Toronto,14596,100,0,284264.9723,33608.60242,"76,028",43.8
Lakeshore Community Ctr,Community centres,2445 Lakeshore Blvd W,Toronto,5952,100,0,120311.1166,0,"5,294",20.2
Lakeshore Lodge,Long-term care,3197 Lakeshore Blvd,Toronto,88964,168,0,1636031.943,174414.8839,"401,630",39.1
Lambton Kingsway Pool/Rink,Other,37 Marquis Ave,Toronto,1076,100,0,246670.7693,7480,"24,991",302.6
Lambton Park Arena,Indoor sports arenas,4100 Dundas St W,Toronto,24854,100,0,464322.7003,32734.12833,"82,298",32.6
L'Amoreaux C.C,Indoor recreational facilities,2000 McNicoll Ave,Toronto,25995,100,0,451154.1905,0,"19,851",17.4
L'Amoreaux Park Yard,Indoor recreational facilities,3079 Birchmount Rd,Toronto,1690,100,0,51676.49836,0,"2,274",30.6
L'Amoreaux Sports Centre,Indoor recreational facilities,100 Silver Springs Blvd,Toronto,24779,100,0,0,3266.420929,"6,174",1.4
L'Amoreaux Tennis Club,Indoor recreational facilities,200 Silver Springs Blvd,Toronto,31474,100,0,1206671.156,105311.0604,"252,131",73.7
L'Amoreux Fieldhouse,Other,3061 Birchmount,Toronto,0,100,0,14563.56428,0,641,
Lamp Senior Centre,Community centres,185 Fifth St,Toronto,26318,100,0,451243.5275,41516.13545,"98,320",33.8
Langford Parkette,Other,11 Woodycrest Ave,Toronto,0,100,0,913.914992,0,40,
Lanyard Park - Flood Lights,Other,142 Lanyard Rd,Toronto,0,100,0,20250.8265,0,891,
Laura Park - Lights,Other,12 Laura Rd,Toronto,0,100,0,5856.046467,0,258,
Lawren Harris Square,Other,150 Bayview Avenue,Toronto,0,100,0,17601.2238,0,774,
Lawrence Heights C.C.,Community centres,9 Replin Rd,Toronto,22152,100,0,216730.2263,27158.81083,"60,866",22.7
Lawrence Pumping Station,Facilities related to the pumping of water,1150 Lawrence Ave.W.,Toronto,15629,168,18041.49,3877585.886,0,"170,614",248.1
Leaside,Public libraries,165 McRae Dr.,Toronto,11991,70,0,207703.979,29005.61683,"63,960",42.9
Leaside Gardens,Indoor sports arenas,1073 Millwood Avenue,Toronto,25586,100,0,2115682.395,0,"93,090",82.7
Leaside Gardens Curling Club,Indoor recreational facilities,1073A Millwood Ave,Toronto,27814,100,0,0,10630.52538,"20,092",4
Leaside Lawn Bowling Club,Other,645 Eglinton Ave E,Toronto,2207,100,0,9758.975929,0,429,4.4
Leaside Park Pool,Other,5 Leaside Park Dr,Toronto,5662,100,0,91404.38497,19713.33492,"41,280",52.9
Ledbury Community Center,Community centres,160 Ledbury St.,Toronto,5780,100,0,189484.5038,18795.18811,"43,860",67.1
Leonard Linton Park,Other,135 Vanderhoof,Toronto,0,100,0,3625.326104,0,160,
Leslie Grove Park,Community centres,1158 Queen St E,Toronto,1389,100,0,20345.77096,2652.911765,"5,909",34.8
Lessard Park,Other,58 Humberview Rd,Toronto,0,100,0,1332.633714,0,59,
Leuty Beach,Police stations and associated offices and facilities,0 Leuty Ave,Toronto,1000,168,0,9492.5237,0,418,9.5
Liberty Village Park,Other,70 EAST LIBERTY,Toronto,0,100,0,13373.47414,0,588,
Lillian H Smith,Public libraries,239 College St.,Toronto,38933,70,0,1067331.291,182261.4444,"391,437",76.8
Lillian Park,Other,228 Otonabee Ave,Toronto,0,100,0,3223.8232,0,142,
Lisgar Park,Other,90 LISGAR ST,Toronto,0,100,0,9200.195474,0,405,
Lithuania Park,Other,155 Oakmount Rd,Toronto,1582,100,0,7301.314396,0,321,4.6
Little Norway Park,Other,659 Queens Quay W,Toronto,2540,100,0,95969.23821,0,"4,223",37.8
Littles Park,Other,11743 Sheppard Ave. E.,Toronto,0,100,0,216.026494,0,10,
Livingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,42 Livingston Rd,Toronto,0,168,294.4867869,137101.1776,0,"6,032",
Locke,Public libraries,3083 Yonge St.,Toronto,11647,70,0,183028.9812,59407.44727,"120,333",69.6
Logan Ave Parkette,Other,922 Logan Ave,Toronto,0,100,0,0,0,40,
Long Branch,Public libraries,3500 Lakeshore Blvd W,Toronto,6415,70,0,71679.62471,8238.954902,"18,726",24.7
Long Branch Arena,Indoor sports arenas,75 Arcadian Crcl,Toronto,25629,100,0,372200.2391,39002.14524,"90,091",30.6
Long Branch Park,Other,205 Lake Promenade,Toronto,0,100,0,284.494016,0,13,
Long Branch Sewage Pumping Station,Facilities related to the pumping of sewage,426 Lake Promenade,Toronto,3068,168,1998.324397,257819.7608,0,"11,344",84
Lora Hill Park,Other,27 Fernalroy Blvd,Toronto,0,100,0,2263.863978,0,100,
Lower Simcoe Pumping Station,Facilities related to the pumping of sewage,5 Lower Simcoe,Toronto,0,168,1073.189754,71779.19213,0,"3,158",
Lytton Park,Other,225 Lytton Bv Pole 48,Toronto,4306,100,0,18616.39052,0,819,4.3
Lytton Park Bowling Club,Other,200 Lytton Blvd,Toronto,3229,100,0,2470.257045,0,109,0.8
MacGregor Park,Other,346 Lansdowne Ave,Toronto,0,100,0,51357.25273,0,"2,260",
Mackenzie House Museum,Cultural facilities,82 Bond St,Toronto,2573,100,0,41260.47981,7285.008691,"15,584",45.9
Main Square Comm Ctr,Community centres,245 Main St,Toronto,35123,100,0,608201.9463,108891.2906,"232,565",50
Main Street,Public libraries,137 Main St.,Toronto,8665,70,0,84521.84075,7441.562499,"17,784",18.8
Main Treatment Plant,Facilities related to the treatment of sewage,1091 Eastern Ave,Toronto,378438,168,201229,134991190,5758495.334,"16,823,169",517.3
Mainland Ferry Terminal,Other,9 Queens Quay W.,Toronto,6135,100,0,694128.6909,6665.598845,"43,140",124.6
Maintenance Yard #3,"Storage facilities where equipment or vehicles are maintained, repaired or stored",195 Berdmondsy Rd,Toronto,4618,70,0,475045.1779,11033.60606,"41,756",128.1
Maintenance Yard #6,"Storage facilities where equipment or vehicles are maintained, repaired or stored",7 Leslie St,Toronto,6135,70,0,138413.3309,18298.13814,"40,674",54
Malta Park,Other,3187 Dundas St W,Toronto,0,100,0,456.956776,0,20,
Malvern Childcare Centre,Other,1321 Neilson Rd,Toronto,6501,100,0,144297.0326,6081.08,"17,842",32.1
Malvern R.C,Indoor recreational facilities,30 Sewells Rd,Toronto,106466,100,0,2597312.998,191074.3923,"475,412",43.3
Manchester Park,Other,75 Manchester St,Toronto,0,100,0,9780.600706,0,430,
Maple Leaf A.I.R,Other,320 Culford Rd,Toronto,2303,100,0,103339.5778,0,"4,547",44.9
Maple Leaf Cottage,Cultural facilities,62 Laing St Rr,Toronto,2842,100,0,9836.236436,2490.529412,"5,140",12.7
Maple Leaf Quay Park,Other,375 Queens Quay W,Toronto,0,100,0,87623.37057,0,"3,855",
Maria A Shchuka,Public libraries,1745 Eglinton Ave W,Toronto,25475,70,0,261050.8013,24608.01022,"57,995",20.4
Marie Curtis Park,Other,2 Forty-Second St,Toronto,3014,100,0,53899.86968,0,"2,372",17.9
Markdale Rec & Daycare,Indoor recreational facilities,41 Markdale Ave,Toronto,1829,100,0,7264.526168,4624.823529,"9,061",30.7
Martin Grove Gardens Park,Other,31 Lavington Dr,Toronto,0,100,0,2608.205529,0,115,
Martin Grove House / Bungalow,Other,410 Martin Grove Rd,Toronto,4790,100,0,8508.795288,1339.496575,"2,906",4.7
Martin Grove Sewage Pumping Station,Facilities related to the pumping of sewage,1200 Martin Grove Rd,Toronto,0,168,26.86878689,22853.95389,0,"1,006",
Martingrove Rink (outdoor),Other,400 Martin Grove Rd,Toronto,4435,100,0,246457.4819,12615.15796,"34,687",85.6
Maryland Park Tennis Clubhouse,Other,19 Maryland Blvd,Toronto,0,100,0,14531.11879,0,639,
Marylin Bell Park Water Equipment Shed,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1155 Lake Shore Blvd W,Toronto,700,70,0,24571.84553,0,"1,081",35.1
Maryvale,Public libraries,85 Ellesmere Rd,Toronto,4424,70,0,63415.91512,3236.889176,"8,908",22.1
Maryvale Park,Other,1325 Pharmacy Ave,Toronto,5100,100,0,45274.76047,2516.745793,"6,749",14.1
Masaryk-Cowan C.R.C,Community centres,220 Cowan Av,Toronto,32270,100,0,325530.7049,28230.06863,"67,678",19.3
Matty Eckler R.C,Indoor recreational facilities,953 Gerrard St E,Toronto,47383,100,0,541490.8381,126250.5936,"262,439",39.6
McCaul Parking Garage,Parking garages,207 McCaul,0,53335,168,0,13159.066,980.137931,"2,431",0.4
McCleary Park,Other,755 Lake Shore Blvd E,Toronto,603,100,0,28039.9092,0,"1,234",46.5
McCormick Arena,Indoor sports arenas,179 Brock Ave,Toronto,37082,100,0,1090796.554,0,"47,995",29.4
McCormick R.C,Indoor recreational facilities,66 Sheridan Ave,Toronto,43099,100,0,1090796.554,120363.311,"275,482",54.8
McDairmid Woods,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1904 Brimley Rd,Scarborough,301,70,0,45428.75341,0,"1,999",150.9
McGregor Park C.C,Community centres,2231 Lawrence Ave E,Toronto,45262,100,0,943324.4804,44962.92391,"126,486",31.3
McNicoll Park,Other,215 McNicoll Ave,North York,0,100,0,23005.79446,0,"1,012",
Mel Lastman Square,Other,5100 Yonge St,Toronto,0,100,0,310238.4177,0,"13,650",
Memorial Park,Other,340 Chaplin Crescent,Toronto,0,100,0,10994.83227,0,484,
Memorial Pool and Health Club,Indoor recreational facilities,44 Montgomery Rd,Toronto,13444,100,0,15420.8112,0,679,1.1
Metro 27 Lighting,Street lighting,Streetlighting,Toronto,0,168,0,347250.2095,0,"15,279",
Metro Hall,"Administrative offices and related facilities, including municipal council chambers",55 John St,Toronto,787186,70,0,9092052.906,0,"1,631,146",28.2
Metro Hall Square,Other,55 John St,Toronto,0,100,0,39864,0,"1,754",
Metro Square Eternal Flame,Other,200 Wellington St W,Toronto,0,100,0,0,6401.275862,"12,098",
Midland Sewage Pumping Station,Facilities related to the pumping of sewage,21 Midland Ave,Toronto,0,168,568.4611721,91317.34927,0,"4,018",
Military Trail Sewage Pumping Station,Facilities related to the pumping of sewage,1A Skyridge Rd,Toronto,0,168,22.58325613,7012.825052,0,309,
Milliken Concession,Other,4235 McCowan Rd,Toronto,4004,100,0,126709.6777,0,"5,575",31.6
Milliken Park Rec Center,Indoor recreational facilities,4325 McCowan Rd.,Toronto,17631,100,0,313820.6377,51308.42065,"110,781",48.5
Milliken Pumping Station,Facilities related to the pumping of water,4375 14th Ave,Toronto,0,168,29141.521,4553460.973,0,"200,352",
Millwood Park,Other,4350 Bloor St,Toronto,0,100,0,17726.85456,0,780,
Mimico,Public libraries,47 Station Rd,Toronto,17470,70,0,94434.20073,23654.36545,"48,862",19.7
Mimico Arena,Indoor sports arenas,31 Drummond St,Toronto,35607,100,0,505661.4595,43097.82121,"103,704",27
Mimico Memorial Park,Other,25 George St,Toronto,0,100,0,8628.610041,0,380,
Mimico Sewage Pumping Station,Facilities related to the pumping of sewage,9 Superior Ave.,Toronto,4435,168,6778.461074,773800.6574,0,"34,047",174.5
Mitchell Field Arena,Indoor sports arenas,89 Church Ave,Toronto,30182,100,0,903543.5592,61259.95534,"155,537",51.4
Moatfield Farm Park,Other,351 Lesmill Rd,Toronto,0,100,0,26933.16066,0,"1,185",
Monarch Park,Other,115 Felstead Ave,Toronto,22787,100,0,28788.41779,0,"1,267",1.3
Monarch Park Pool,Other,115 Felstead Ave,Toronto,0,100,0,681235.0533,23088.37013,"73,611",
Monarch Park Serv Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",115 Felstead Ave,Toronto,13950,70,0,81663.79527,0,"3,593",5.9
Montgomery's Inn,Cultural facilities,4709 Dundas St W,Toronto,7642,100,0,287182.74,0,"12,636",37.6
Moorevale Park,Other,117 Moore Av Shelter,Toronto,2390,100,0,55546.29111,7318.723062,"16,276",55.6
Morningside,Public libraries,4279 Lawrence Ave E,Toronto,6997,70,0,140213.3084,5415.599798,"16,405",28.2
Morningside Park,Other,390 Morningside Ave,Toronto,4392,100,0,80460.42787,0,"3,540",18.3
Morningside Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",891 Morningside Ave,Toronto,14779,70,0,515949.2947,32830.2623,"84,751",58.4
Morse St Playground,Other,40 Morse St,Toronto,0,100,0,1892.037243,0,83,
Moss Park Arena,Indoor sports arenas,140 Sherbourne St,Toronto,22335,100,0,934710.7748,0,"41,127",41.8
Mount Dennis,Public libraries,1123 Weston Rd,Toronto,11345,70,0,136350.5814,7785.80553,"20,715",19.3
Mount Dennis Community Ctr,Community centres,4 Hollis St,Toronto,3003,100,0,48666.56846,4645.243047,"10,921",32.5
Mount Pleasant,Public libraries,599 Mt. Pleasant Rd.,Toronto,5834,70,0,71598.61032,8707.784926,"19,608",28
Mt Pleasant Parkette,Other,500 Mount Pleasant Rd,Toronto,0,100,0,11662.624,0,513,
Muirhead Park,Other,61 Muirhead Rd,Toronto,0,100,0,11462.63576,0,504,
Murison Woods Park,Other,95 Murison Blvd,Toronto,0,100,0,3874.157362,0,170,
Nashdene Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",70 NASHDENE,Scarborough,301,70,0,25792.12648,0,"48,074",19
Nashdene Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",70 NASHDENE,Scarborough,301,70,0,25792.12648,0,"48,074",19
Neilson Park,Other,1575 Neilson Rd,Toronto,3251,100,0,107611.5043,5586.043345,"15,293",51.2
Neilson Pk Creative Arts,Cultural facilities,56 Neilson Dr,Toronto,12346,100,0,174197.2907,15854.53604,"37,630",27.7
New Tor Seniors Club,Community centres,105 Fourth St,Toronto,3025,100,0,53326.49501,0,"2,346",17.6
New Toronto,Public libraries,110 Eleventh St,Toronto,9924,70,0,121711.7409,9638.207255,"23,572",22.5
New Toronto Pumping Station,Facilities related to the pumping of sewage,31 Lakeshore Blvd,Toronto,2067,168,296.0839422,277885.8726,0,"12,227",134.4
Niagara C.C,Community centres,700 Wellington St W,Toronto,5296,100,0,41956.16777,0,"1,846",7.9
Nightstar Park,Other,18 NIGHTSTAR RD,Toronto,0,100,0,900.649303,0,40,
Norman Jewison Park,Other,13 Isabella St,Toronto,0,168,0,4984.839219,0,219,
Norseman Community School and Pool,Indoor swimming pools,105 Norseman St,Toronto,19052,100,0,370914.6431,93690.70227,"193,396",71.4
North District Office,"Administrative offices and related facilities, including municipal council chambers",275 Merton St,Toronto,66747,70,0,421997.3371,34799.63625,"84,339",11.8
North District Serv Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",140 Merton St,Toronto,32044,70,0,270223.4203,41074.83607,"89,521",22
North East District Salt Dome,"Storage facilities where equipment or vehicles are maintained, repaired or stored",1 Nantucket Blvd,Toronto,9526,70,0,218753.6829,0,"9,625",23
North Humber Park Lighting,Other,2901 Kipling Ave,Toronto,0,100,0,4287.756115,0,189,
North Linear Park,Other,175 Dan Leckie Way,Toronto,0,100,0,37034.08379,0,"1,629",
North Queen St Storm Pumping Station,Other,20 North Queen St,Etobicoke,676,168,33.7880313,26104.11659,2490.029697,"5,855",77.5
North Toronto Mem Rec Ctr,Community centres,200 Eglinton Ave W,Toronto,74820,100,0,1680413.685,209203.3609,"469,333",52
North Toronto Memorial Arena,Indoor sports arenas,174 Orchard View,Toronto,44498,100,0,296095.5249,0,"13,028",6.7
North Toronto Treatment Plant,Facilities related to the treatment of sewage,1101 Millwood Rd,Toronto,21786,168,6422,2758147.234,0,"121,358",126.6
North York,Public libraries,120 Martin Ross Ave,Toronto,27997,70,0,1594266.301,23912.84685,"115,343",66
North York Animal Centre,Other,1300 Sheppard Ave W,Toronto,13218,168,0,317178.517,6419.061916,"26,088",29.1
North York Central,Public libraries,5120 Yonge St,Toronto,168014,70,0,2468798.307,129759.3733,"353,872",22.8
North York Central Office,"Administrative offices and related facilities, including municipal council chambers",1117 Finch Ave.W,Toronto,18934,70,0,456832.4669,24045.99743,"65,548",37.5
North York Civic Centre,"Administrative offices and related facilities, including municipal council chambers",5100 Yonge Street,Toronto,303518,70,0,5554373.717,476582.7595,"1,145,134",34.9
North York Memorial Hall,Community centres,5120 Yonge,Toronto,10473,100,0,214678.1132,11283.69574,"30,772",31.9
Northern District,Public libraries,40 Orchard View Blvd.,Toronto,114179,70,0,2770133.773,105180.2916,"320,677",34
Northern Elms,Public libraries,123B Rexdale Blvd,Toronto,3035,70,0,53842.75773,1625.497326,"5,441",23.4
Northern Services Building,"Storage facilities where equipment or vehicles are maintained, repaired or stored",4801 Dufferin St.,Toronto,5769,70,0,211090.9093,46699.42371,"97,550",122
Northline Parks and Garage,"Storage facilities where equipment or vehicles are maintained, repaired or stored",30 Northline Rd,Toronto,50041,70,0,616551.6253,111633.2385,"238,115",35.9
Northwood C.C,Community centres,15 Clubhouse Crt,Toronto,36167,100,0,368894.2881,49498.11,"109,783",24.6
Northwood Park,Other,134 Stilecroft Dr,Toronto,850,100,0,14837.84147,0,653,17.5
Norwood Park,Other,10 Norwood Rd,Toronto,1905,100,0,7943.1013,5634.176973,"10,998",35.4
NW District Office & Garage,Ambulance stations and associated offices and facilities,50 Toryork Dr,Toronto,13153,168,0,169969.0189,13874.51492,"33,701",24.1
Oakcrest Park,Other,20 Oakcrest Av /Park,Toronto,183,100,0,2376.804889,0,105,13
Oakdale Community Center,Community centres,350 Grandravine Dr,Toronto,10000,100,0,184791.4743,18769.06897,"43,604",38.3
Oakdale VIllage Park,Other,88 fred young dr,North York,0,100,0,2715.500533,0,119,
Oakridge C.C,Community centres,63 Pharmacy Ave,Toronto,18600,100,0,289073.4237,24646.4242,"59,301",29.5
Oakwood Village,Public libraries,341 Oakwood Ave.,Toronto,17287,70,0,169641.0779,11049.83637,"28,348",16.6
Oates Park,Other,10 Oates Dr,Toronto,0,100,0,4053.386803,0,178,
O'Connor C.C,Community centres,1386 Victoria Park Ave,Toronto,16254,100,0,256142.7614,31333.84816,"70,491",36.1
Old City Hall,"Administrative offices and related facilities, including municipal council chambers",60 Queen St.W.,Toronto,350494,70,0,3170091.639,0,"1,294,719",31.6
Old City Hall - Cenotaph,Other,60 Queen St W,Toronto,0,168,0,9139.178945,0,402,
Old Eglinton Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",25 Old Eglinton Ave,Toronto,66155,70,0,504038.8465,111776.4143,"233,435",25.5
Old Orchard Park,Other,450 Deloraine Ave,Toronto,0,100,0,2597.511554,0,114,
Olympic Island Buildings,Other,0 Olympic Isld,Toronto,4725,100,0,48214.72651,0,"2,121",10.2
Oriole Arena & R.C,Indoor recreational facilities,2975 Don Mills Rd.,Toronto,64347,100,0,993439.6735,49982.15415,"138,178",23.6
Oriole Park WR,Other,201 Oriole Pky,Toronto,377,100,0,10306.1764,0,453,27.3
Oriole Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2747 Old Leslie St,Toronto,13046,70,0,91974.42603,0,"4,047",7.1
Oriole Yd- Signs and Markings,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2755 Old Leslie Street,Toronto,16264,70,0,4928.91691,41824.15025,"79,265",27.5
Oriole Yd- Works,"Storage facilities where equipment or vehicles are maintained, repaired or stored",2751 Old Leslie St.,Toronto,26759,70,0,245943.9387,48657.3864,"102,784",28.4
Osler Playground,Other,95 Argyle St,Toronto,183,100,0,6854.382613,0,302,37.5
Osler Walkway,Other,16A Osler St,Toronto,0,100,0,17768.93759,0,782,
Other Traffic Control Signal Lig,Other,Various Locations,Toronto,0,168,0,48721.58847,0,"2,144",
Otter Creek Park,Other,140 Cheritan Ave,Toronto,3035,100,0,383086.331,0,"16,856",126.2
Ourland Community Ctr,Community centres,18 Ourland Ave,Toronto,9451,100,0,233014.2319,22031.7666,"51,893",49.3
Ourland Pool (outdoor),Other,36 Ourland Ave,Toronto,1098,100,0,46517.20841,5302.000001,"12,068",93.3
Palaise Royale,Cultural facilities,1601 Lake Shore Blvd W,Toronto,28503,100,0,411822.8545,0,"18,120",14.4
Palmerston,Public libraries,560 Palmerston Ave.,Toronto,8493,70,0,219775.2189,0,"9,670",25.9
Pantry Park / Beaches Park,Other,70 Kew Beach Ave,Toronto,7373,100,0,83894.9931,0,"3,691",11.4
Pantry Park Storm Pumping Station,Other,70 Kew Beach Ave,Toronto,78,168,0,8493.749131,0,374,108.9
Pape Ave Playground,Other,979 Gerrard St E,Toronto,0,100,0,6926.013424,0,305,
Pape Avenue Multiuse Building,"Administrative offices and related facilities, including municipal council chambers",126 Pape Ave,Toronto,9365,70,0,77675.37101,22191.71518,"45,360",33.3
Pape Danforth,Public libraries,701 Pape Ave.,Toronto,8181,70,0,145654.1054,8191.301471,"21,890",28.4
Park Lights - unknown name,Other,0 City Parks Ltg,Toronto,0,100,0,913617.9568,0,"40,199",
Parkdale,Public libraries,1305 Queen St. W.,Toronto,24079,70,0,295576.7398,15118.75576,"41,580",18.9
Parkdale Pumping Station,Facilities related to the pumping of water,71 The Queensway,Toronto,11227,168,19344.806,5698172.087,0,"250,720",507.5
Parklawn Pool/Rink,Other,340 Park Lawn Rd,Toronto,5210,100,0,684883.7879,51190.27143,"126,884",235.2
Parks Various Locations,Other,Various Locations,Toronto,0,100,0,1157941.031,0,"50,949",
Parliament,Public libraries,269 Gerrard St. E.,Toronto,14639,70,0,145645.0053,12874.45287,"30,741",19.2
Pedestrian Crossovers,Other,Various Locations,Toronto,0,168,0,2438646.918,0,"107,300",
Pelmo Park Tennis,Indoor recreational facilities,185 Pelmo Cres,Toronto,2573,100,0,107638.4498,7936.972509,"19,737",74.4
Perth Ave Square,Other,437 Perth Av,Toronto,0,100,0,2741.752555,0,121,
Perth Dupont,Public libraries,1589 Dupont St.,Toronto,3627,70,0,27259.84122,4558.303571,"9,815",20.8
Perth Square Park WR,Other,300 Perth Av,Toronto,560,100,0,11976.21363,0,527,21.4
Pharmacy Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",135 Pharmacy Ave.,Toronto,1851,70,0,30330.75301,6482.478294,"13,586",53.4
Phil White Arena,Indoor sports arenas,443 Arlington Ave,Toronto,25941,100,0,926496.0417,20305.91643,"79,144",44
Phin Ave Parkette,Other,107 Condor Ave,Toronto,0,100,0,6987.965428,0,307,
Pine Point Arena,Indoor sports arenas,15 Grierson Rd,Toronto,32001,100,0,491310.213,21599.6415,"62,441",22.5
Pine Point C.C & Pool,Other,15 Grierson Rd (Allenby Ave),Toronto,17265,100,0,66806.71937,19339,"39,490",15.7
Pine Point Park,Other,85 Grierson Rd,Toronto,0,100,0,53354.56558,0,"2,348",
Pine Point Park Tennis,Other,4 Conan Rd,Toronto,1755,100,0,2868.141662,0,126,1.6
Pleasant View,Public libraries,575 Van Horne Ave,Toronto,6997,70,0,116172.5175,5196.372333,"14,933",24.4
Pleasantview Arena & R.C,Indoor recreational facilities,545 Van Horne Ave,Toronto,30559,100,0,810250.9571,106278.0971,"236,517",63.2
Police Academy,Police stations and associated offices and facilities,70 Birmingham Street,Toronto,302735,168,0,2939669.148,582209.6632,"1,229,722",30
Police Dog Service,Police stations and associated offices and facilities,44 Beechwood Dr,Toronto,9440,168,0,153688.2112,7633.784479,"21,190",24.8
Police Garage,Police stations and associated offices and facilities,18 Cranfield Rd,Toronto,33024,168,0,375455.572,76256.27303,"160,644",35.7
Police Headquarters,Police stations and associated offices and facilities,40 College St.,Toronto,425000,168,0,10072419.92,508068.7087,"1,489,376",53.4
Police Marine Hq,Police stations and associated offices and facilities,259 Queens Quay W.,Toronto,23035,168,0,407128.371,32583.43582,"79,496",32.6
Polson Street Park,Other,318 Cherry St,Toronto,0,100,0,35349.15805,0,"1,555",
Poplar Plains Parkette,Other,3 Poplar Plains Rd,Toronto,0,100,0,1370.875214,0,60,
Port Union C.C,Community centres,5450 Lawrence Ave E,Toronto,19978,100,0,436357.9636,38938.52004,"92,794",42.4
Port Union Park,Other,76 Maberley Cres,Toronto,0,168,0,1237.957512,0,54,
Port Union Sewage Pumping Station,Facilities related to the pumping of sewage,11 Lakeridge Dr,Toronto,0,168,483.7799504,65002.05789,0,"2,860",
Port Union Village Comm Park,Other,105 Bridgend St,Toronto,15300,100,0,26087.1534,0,"1,148",1.7
Power House C.C.,Community centres,65 Colonel Samuel Smith,Toronto,5737,100,0,318966.6381,0,"14,035",55.6
Prairie Drive Park,Other,70 Prairie Dr,Toronto,0,100,0,5161.119675,0,227,
Pricefield Rd Playground,Other,50 Pricefield Rd,Toronto,0,100,0,9887.094909,0,435,
Prince Of Wales Rink (outdoor),Other,1 Third St,Toronto,1970,100,0,185860.293,8421.554839,"24,095",139.5
Princess Park,Other,212 Doris,Toronto,0,100,0,15091.9388,0,664,
Property Bureau,Police stations and associated offices and facilities,799 Islington Ave.,Toronto,43992,168,0,380812.3972,33083.64326,"79,284",16.6
