Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
College Shaw,Public libraries,766 College St.,Toronto,M6G 1C2,7685,Square feet,70,0,81405.730482999992,kWh,10000.634453000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22483.051257421997,24.330546167422312,NA,CS,Public Libraries
Central Services Office,"Administrative offices and related facilities, including municipal council chambers",329 Chaplin Cres.,Toronto,M5N 2M9,18299,Square feet,70,0,188604.55329799998,kWh,22514.029607,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50850.116302341994,23.295277111686474,NA,CSO,Administrative Offices
College Street Park,Other,0 College St Opp T53,Toronto,M5G 2B3,0,Square feet,100,0,1817.85456,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.985600640000001,NA,NA,CSP,Outdoor Recreational Facilities
Cassels Ave Playground,Other,69 Cassels Ave,Toronto,M6P 1C3,183,Square feet,100,0,1363.428692,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.990862447999994,7.4504610543873415,NA,CSPG,Outdoor Recreational Facilities
Colonel Samuel Smith Park,Other,3175 Lake Shore Blvd W.,Toronto,M8V 1L4,0,Square feet,100,0,54199.495022999996,kWh,33334.373916999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65386.744484141993,NA,NA,CSSP,Outdoor Recreational Facilities
Commissioners St Transfer Stn,Other,400 Commissioners St.,Toronto,M4M 3K2,76424,Square feet,70,0,781117.34,kWh,94187.155925999992,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,212382.88766013997,23.231323449565167,NA,CSTS,Transfer Stations
Barbara Hall Park,Other,5 Cawthra Sq,Toronto,M4Y 2C9,0,Square feet,100,0,4544.7362790000006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,199.96839627600002,NA,NA,CSWP,Outdoor Recreational Facilities
Centennial,Public libraries,578 Finch Ave W,Toronto,M2R 1N7,6867,Square feet,70,0,103043.118321,kWh,8689.0682350000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20956.236170274002,28.363455840934357,NA,CT,Public Libraries
Charlottetown Park,Other,71 Charlottetown Blvd,Toronto,M1C 2C7,0,Square feet,100,0,2732.0040000000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120.20817600000001,NA,NA,CTP,Outdoor Recreational Facilities
Cawthra Playground,Other,353 Albany Av Park,Toronto,M5R 3E2,183,Square feet,100,0,148.12510599999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5175046639999987,0.80943018135487255,NA,CTPG,Outdoor Recreational Facilities
Central Arena,Indoor sports arenas,50 Montgomery Rd,Toronto,M8X 1Z4,32001,Square feet,100,0,1430436.2,kWh,196624.35322600001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,434559.22039714002,109.56394816163228,NA,CTRLA,Indoor Sports Arena
Centennial Ski Chalet,Other,256 Centennial Pk Rd,Toronto,M9C 5N3,7621,Square feet,100,0,203439.77558800002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8951.3501258720007,26.694741274600659,NA,CTSC,Outdoor Recreational Facilities
Centennial Ski Hill,Other,206 Centennial Pk Rd,Toronto,M9C 5N3,0,Square feet,100,0,321215.15874799999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14133.466984911998,NA,NA,CTSH,Outdoor Recreational Facilities
Cummer Arena,Indoor sports arenas,6000 Leslie St,Toronto,M2H 1J9,34348,Square feet,100,0,1425768.34,kWh,153346.09521699999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,352557.92692012998,88.64010604941592,NA,CUMMA,Indoor Sports Arena
Curran Hall C.C,Community centres,277 Orton Park Rd,Toronto,M1G 3B9,2508,Square feet,100,0,37793.558591000001,kWh,4304.4194120000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9798.2692666839994,33.187554634704519,NA,CURAC,Community Centres
Central Water Services,"Storage facilities where equipment or vehicles are maintained, repaired or stored",545 Commissioners St.,Toronto,M4M 1A5,32679,Square feet,70,0,1151106.1499999999,kWh,25901.187682,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,99601.915318979998,43.592008849092487,NA,CWS,Storage Facilities
Castleview Wychwood Towers,Long-term care,351 Christie St,Toronto,M6G 3C3,294447,Square feet,168,0,5375163.3993200008,kWh,355246.58666699997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,907923.23837070994,30.991772659456959,NA,CWT,Long Term Care Homes
Danforth Coxwell,Public libraries,1675 Danforth Ave.,Toronto,M4C 5P2,9612,Square feet,70,0,112600.456514,kWh,9688.3920450000005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23265.481051666,22.355268299394982,NA,DA,Public Libraries
Fire Services - East Command Offices,"Storage facilities where equipment or vehicles are maintained, repaired or stored",3 Dohme Ave,Toronto,M4B 1Y8,25898,Square feet,70,0,154522.647428,kWh,26254.884849000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56420.728851442,16.668835200853668,NA,DA3,Storage Facilities
David A. Balfour Park,Other,75 Rosehill  Ave,Toronto,M4T 2C4,0,Square feet,100,0,21032.151902000001,kWh,3525.868164,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7589.3055136479998,NA,NA,DABP,Outdoor Recreational Facilities
Dee Avenue Lab,Other,30 Dee Ave.,Toronto,M9N 1S9,14994,Square feet,70,0,1340258.07,kWh,64931.213803000006,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,181691.34916767001,135.10244864407736,NA,DAL,Laboratory
Dallington Park 32 Glentworth,Other,Dallington Park 32 Glentworth,North York,M2J 2E4,0,Square feet,100,0,669.15632899999991,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29.442878475999994,NA,NA,DALLP,Outdoor Recreational Facilities
Davenport C.C,Community centres,1347 Davenport Rd,Toronto,M6H 2H5,2282,Square feet,100,0,3200.1202309999999,kWh,5249.9245979999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10063.162780383998,25.688985316749623,NA,DAVPC,Community Centres
Dawes Crossing,Cultural facilities,1052 Victoria Park,Toronto,M4B 2K1,0,Square feet,168,0,1015.3027060000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44.673319063999998,NA,NA,DAWES,Cultural Facilities
David Crombie Park,Other,131 The Esplanade,Toronto,M1P 4N7,0,Square feet,168,0,3063.8783870000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,134.810649028,NA,NA,DCBP,Outdoor Recreational Facilities
Danforth Childcare Centre,Other,1125 Danforth Ave,Toronto,M4J 4B3,6351,Square feet,100,0,136267.71736899999,kWh,10019.892008000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,24933.375459356001,38.111440706852328,NA,DCC,Child Care Facilities
Detective Services Building,Police stations and associated offices and facilities,160-180 Duncan Mill Rd,Toronto,M3B 1Z3,24000,Square feet,168,0,398071.27065700002,kWh,17843.638821,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51239.613280598001,24.435155311606493,NA,DCM160,Police Stations
Duncan Creek,Other,115 Aspenwood Dr,Toronto,M2H 2G2,0,Square feet,100,0,12160.898278999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,535.07952427599992,NA,NA,DCRE,Outdoor Recreational Facilities
Derrydowns Park,Other,1705 Finch Ave.W.,Toronto,M3J 1S5,743,Square feet,100,0,7445.4558120000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,327.60005572799997,10.02084365374502,NA,DDP,Outdoor Recreational Facilities
Dundas St Parkette,Other,158 Boulton Ave,Toronto,M4M 2J4,0,Square feet,100,0,2726.7984759999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,119.97913294399999,NA,NA,DDSP,Outdoor Recreational Facilities
Dell Park,Other,50 Dell Park Ave,Toronto,M6B 2T6,0,Square feet,100,0,2777.3500189999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122.20340083599997,NA,NA,DELL,Outdoor Recreational Facilities
Dentonia Park Ave Unit F,Other,80 Thyra Ave,Toronto,M4C 5G5,0,Square feet,100,0,6054.6523659999993,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,266.40470410399996,NA,NA,DENTON,Outdoor Recreational Facilities
Dufferin Grove Park,Other,875 Dufferin St,Toronto,M6H 4J3,4682,Square feet,100,0,351144.41999700002,kWh,16972.578823,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47528.528455337997,113.26807356048859,NA,DFGP,Outdoor Recreational Facilities
De Grassi St Park,Other,121 De Grassi St,Toronto,M4M 2K7,0,Square feet,100,0,1363.3977,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,59.989498799999993,NA,NA,DGSP,Outdoor Recreational Facilities
Dieppe Park Ice Rink,Other,355 Cosburn Ave,Toronto,M4J 2N2,3498,Square feet,100,0,572753.41078799998,kWh,10245.224498,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44564.624375891995,194.65753297560212,NA,DIEPR,Outdoor Recreational Facilities
Dixon Rink,Other,350 Dixon Rd,Toronto,M4E 2W2,0,Square feet,100,0,13326.86519,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,586.38206835999995,NA,NA,DIXOR,Outdoor Recreational Facilities
Donlands Landfill,Other,485 Donlands Ave,Toronto,L3T 4K6,603,Square feet,70,0,43966.011670000007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1934.5045134800002,72.912429289743443,NA,DL,Landfill Operations
Dunlace Park Tennis,Other,26 Dunlace Dr,Toronto,M2L 2S1,646,Square feet,100,0,20265.233717999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,891.67028359199992,31.370461542529139,NA,DLP,Outdoor Recreational Facilities
Don Mills,Public libraries,888 Lawrence Ave E,Toronto,M3C 3L2,21560,Square feet,70,0,380806.15466799994,kWh,36004.626761,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,84804.215383681993,35.292185176984262,NA,DM,Public Libraries
Dufferin Maintenance Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",75 Vanley Cres.,Toronto,M3J 2B7,31667,Square feet,70,0,344701.25,kWh,21894.494470999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56547.449550189995,18.184145851273065,NA,DMY,Storage Facilities
Dunn Avenue Parkette,Other,245 Dunn Ave,Toronto,M6K 2S1,0,Square feet,168,0,1817.9547630000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.990009572000005,NA,NA,DNAP,Outdoor Recreational Facilities
Downsview,Public libraries,2793 Keele St,Toronto,M3M 2G3,20021,Square feet,70,0,271407.37698599999,kWh,14146.955714,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38679.670886843996,21.015651270947703,NA,DO,Public Libraries
Don MilIs Arena,Indoor sports arenas,1030 Don Mills Rd,Toronto,M3C 1W6,27857,Square feet,100,0,515277.76829499996,kWh,84690.589357999997,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,182737.43569159997,50.591848510123306,NA,DONMA,Indoor Sports Arena
Dovercourt B&G Club,Indoor recreational facilities,155 Bartlett Ave,Toronto,M6H 3G1,23971,Square feet,100,0,238513.910645,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10494.61206838,9.9501441096725625,NA,DOVCC,Indoor Recreational Facilities
Downsview Arena,Indoor sports arenas,1633 Wilson Ave,Toronto,M3L 1A5,34218,Square feet,100,0,769281.02,kWh,75797.114705999993,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,177104.91167433999,45.866364585159047,NA,DOWNA,Indoor Sports Arena
Deer Park,Public libraries,40 St. Clair Ave. E.,Toronto,M4T 1M9,16576,Square feet,70,0,377683.76852899999,kWh,38211.693778000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,88838.187055696006,47.120931681594406,NA,DP,Public Libraries
Dieppe Park Baseball Clubhouse,Other,455 Cosburn Ave,Toronto,M4J 2N2,2508,Square feet,100,0,5229.4759989999993,kWh,8427.3194449999992,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16157.730695005997,37.557649668705338,NA,DPBC,Outdoor Recreational Facilities
Dentonia Park Golf Course,Other,781 Victoria Park Ave.,Toronto,M4B 2J1,9214,Square feet,100,0,72082.264777000004,kWh,32122.984241999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63884.059867567994,44.62739465263504,NA,DPGC,Outdoor Recreational Facilities
Dawes Road,Public libraries,416 Dawes Rd,Toronto,M4B 2EB,6501,Square feet,70,0,142238.913486,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6258.5121933840001,21.879634848198663,NA,DR,Public Libraries
Driftwood C.C,Community centres,4401 Jane St.,Toronto,M3N 2K3,25015,Square feet,100,0,339101.69158799999,kWh,51112.830734999996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,111523.72451902198,35.126459222299225,NA,DRIFC,Community Centres
Disco Road Transfer Station,Other,120 Disco Rd,Toronto,M9W 1M4,57049,Square feet,70,0,7478530.4100000001,kWh,17092.165978999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,361359.53174031002,134.25299758669073,NA,DRTS,Transfer Stations
Douglas Snow Aquatic Center,Indoor swimming pools,5100 Yonge St,Toronto,M2N 5V7,40666,Square feet,100,0,760185.96,kWh,209927.23568500002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,430210.65768465004,73.189840407752229,NA,DSAC,Indoor Swimming Pool
Dundas St Clarens Parkette,Other,110 St Clarens Av Rr,Toronto,M6K 2S5,0,Square feet,100,0,908.95417100000009,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.993983524000001,NA,NA,DSCP,Outdoor Recreational Facilities
Davenport,Public libraries,1246 Shaw St.,Toronto,M6G 3P1,3606,Square feet,100,0,83214.287830000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3661.42866452,23.076715073821212,NA,DT,Public Libraries
Dentonia Park Clubhouse,Other,80 Thyra Ave,Toronto,M4C 5G5,3165,Square feet,100,0,11974.024199000001,kWh,6671.6657999999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13136.305426756,26.036388180082682,NA,DTPC,Outdoor Recreational Facilities
Dufferin Transfer Station,Other,35 Vanley Cres,Toronto,M3J 2B7,120663,Square feet,70,0,1653709.5009310001,kWh,94410.900556000008,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,251199.82009180402,21.965212830059169,NA,DTS,Transfer Stations
Dufferin St Clair,Public libraries,1625 Dufferin St.,Toronto,M6H 3L9,11208,Square feet,70,0,112711.84002800001,kWh,14056.145882999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,31525.436680101997,23.295815435911628,NA,DU,Public Libraries
Dufferin Reservoir,Other,Dufferin Reservoir,Maple,L6A 1S2,635,Square feet,168,0,46288.253954,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2036.6831739759998,72.895191845235914,NA,DUFFR,Water Pumping Facilities
Dufferin King Park,Other,256 Dufferin St,Toronto,M6K 1Z3,0,Square feet,100,0,6088.0456149999991,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,267.87400705999994,NA,NA,DUFKING,Outdoor Recreational Facilities
Don Valley Brickwork,Cultural facilities,550 Bayview Ave,Toronto,M4W 3X8,19407,Square feet,100,0,162134.02604599998,kWh,21490.001222999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,47749.999457493999,20.044274166033659,NA,DVBW,Cultural Facilities
Davisville Childcare Centre,Other,41 Millwood Rd,Toronto,M4S 1Z4,3595,Square feet,100,0,27027.117188,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1189.1931562719999,7.5180055079244186,NA,DVCC,Child Care Facilities
Downsview Dell,Social housing,1651 Sheppard Ave W,Toronto,M3M 2X4,5199,Square feet,168,0,140087.357892,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6163.843747248,26.9451705307414,NA,DVD,Shelters & Housing
Downsview Dells,Other,1701 Sheppard Ave.W.,Toronto,M3L 1S1,1270,Square feet,100,0,19529.96154,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,859.31830775999993,15.377986547117915,NA,DVDP,Outdoor Recreational Facilities
Don Valley Golf Course,Other,4200 Yonge St.,Toronto,M2P 1N9,8245,Square feet,100,0,85963.317620999995,kWh,21724.769780999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,44842.200861413992,38.242158331008945,NA,DVGC,Outdoor Recreational Facilities
Don Valley Parks,Other,Don Mills/Don Valley Parkway,Toronto,M4J 4Y7,2906,Square feet,100,0,908.91853900000001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.992415715999996,0.3127743723883617,NA,DVP,Outdoor Recreational Facilities
Don Valley Parkway,Street lighting,21 Don Valley Parkway,Toronto,M4M 3P2,0,Square feet,70,0,2731324.7346700002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120178.28832548,NA,NA,DVPW,Streetlighting
Don Valley Gc Service Bldg,Other,4070 Yonge St,Toronto,M2P 1N9,3574,Square feet,100,0,33654.16401,kWh,10905.170700000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22091.55583944,41.627712104869232,NA,DVSB,Outdoor Recreational Facilities
Davisville Park/Tennis,Indoor recreational facilities,218 Davisville Ave,Toronto,M5J 3J5,2777,Square feet,100,0,37051.169343000001,kWh,6988.4166689999993,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14838.358955501997,39.908634252981791,NA,DVVP,Indoor Recreational Facilities
Eatonville,Public libraries,430 Burnhamthorpe Rd,Toronto,M9B 2B1,12217,Square feet,70,0,187154.33600099999,kWh,17067.466874999998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40492.30317779399,30.067288399284816,NA,EA,Public Libraries
Earl Bales C.C & Senior,Community centres,4169 Bathurst St,Toronto,M3H 3P7,21657,Square feet,100,0,419841.75799900002,kWh,42150.689630000008,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,98137.840752656019,39.932479808418158,NA,EARLC,Community Centres
East York Curling Club House,Indoor recreational facilities,901 Cosburn Ave,Toronto,M4C 2W7,17868,Square feet,100,0,369347.830785,kWh,45534.632462000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,102311.75990772,47.573707705557773,NA,EASCH,Indoor Recreational Facilities
East Scar Boys/Girls Club,Community centres,100 Galloway Rd,Toronto,M1E 1W7,13972,Square feet,100,0,335767.27,kWh,41695.270850000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,93577.82178649999,55.535008274611542,NA,EASSC,Community Centres
East York Arena,Indoor sports arenas,888 Cosburn Ave,Toronto,M4C 2W6,30257,Square feet,100,0,927722.82,kWh,65905.590152000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,165381.36946727999,53.656191679035999,NA,EASTA,Indoor Sports Arena
East Service Building,Public libraries,1076 Ellesmere Rd,Toronto,M1P 2X7,60040,Square feet,70,0,566318.94173199998,kWh,51464.897536000004,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,122186.689779248,18.481399980360518,NA,EASTSB,Public Libraries
Eastview Neighbourhood Comm Ctr,Community centres,86 Blake St,Toronto,M4J 3C9,25510,Square feet,100,0,335816.130053,kWh,20351.235294000002,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53239.744427992002,21.586060035078358,NA,EASVC,Community Centres
East York Community Centre,Community centres,1081A Pape Ave,Toronto,M4K 3W4,31000,Square feet,100,0,502601.54057099996,kWh,140146.09330399998,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,286990.58412968391,63.938407194007347,NA,EASYC,Community Centres
Eastern Ave Yard / Office,"Storage facilities where equipment or vehicles are maintained, repaired or stored",843 Eastern Ave,Toronto,M4L 1A2,84701,Square feet,70,0,1134307.42,kWh,437602.33181199996,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,876977.93360467989,67.932724305767877,NA,EAYO,Storage Facilities
Eastern Ave Yard / Shop,"Storage facilities where equipment or vehicles are maintained, repaired or stored",875 Eastern Ave,Toronto,M4L 1A2,9698,Square feet,70,0,105513.33672800001,kWh,13862.152720999999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30842.055458721996,25.969584366842724,NA,EAYS,Storage Facilities
Elmbrook Park,Public libraries,2 Elmbrook Crescent,Toronto,M9C 5B4,3595,Square feet,70,0,57001.297618000004,kWh,3300.1461770000001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8745.3333697220005,25.54668891010769,NA,EB,Public Libraries
Eastern & Booth Blocks,"Storage facilities where equipment or vehicles are maintained, repaired or stored",433 Eastern Ave,Toronto,M4M 1B7,236645,Square feet,70,0,3068724.94,kWh,397116.03724200005,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,885573.20774738002,30.683055432494239,NA,EBB,Storage Facilities
Earl Bales Park,Community centres,4175 Bathurst St.,Toronto,M3H 3P7,10409,Square feet,100,0,317269.786685,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13959.87061414,30.480460048270196,NA,EBP,Community Centres
Earls Bales Park Flame,Other,4169 Bathurst St /Flame,Toronto,M3H 3P8,0,Square feet,100,0,0,0,15566,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,29419.739999999998,NA,NA,EBPF,Outdoor Recreational Facilities
Etienne Brule Park Wr,Other,31 Old Mill Rd,Toronto,M6S 4J8,441,Square feet,100,0,24809.367763999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1091.6121816159998,56.257304164094521,NA,EBPW,Outdoor Recreational Facilities
Earl Bales Ski Tow,Other,4169 Bathurst St,Toronto,M3H 3P7,0,Square feet,100,0,422461.553847,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18588.308369267997,NA,NA,EBST,Outdoor Recreational Facilities
