Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2017,...3,...4,...5,...6,...7,...8,...9,...10,...11,...12,...13,...14,...15,...16,...17,...18,...19,...20,...21,...22,...23,...24,...25,...26,...27,...28,...29,...30,...31,...32,...33,...34,...35,...36
Glenayr Substation,Other,4 Glenayr Rd,Toronto,M5P 3B7,0,Square feet,168,0,4188906.6936129997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,150800.64097006797,NA,NA,GLEN,TTC
Glencairn Subway Stn,Other,777 Glencairn Ave,Toronto,M6B 3J3,0,Square feet,168,0,501877.43463200005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,18067.587646751999,NA,NA,GLENSW,TTC
Granby Substation,Other,21 Granby St,Toronto,M5B 2J5,0,Square feet,168,0,8313990.6527089998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,299303.66349752399,NA,NA,GRANBY,TTC
Greenwood Substation,Other,137 Strathmore Blvd,Toronto,M4J 4B6,0,Square feet,168,0,9723495.4623870011,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,350045.836645932,NA,NA,GREENW,TTC
Greenwood Subway Stn,Other,680 Greenwood Ave,Toronto,M4J 4B6,0,Square feet,168,0,381823.37880599999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13745.641637015999,NA,NA,GREESW,TTC
Harbourfront Substation,Other,410 Queens Quay W Unit Rear,Toronto,M5V 3T1,0,Square feet,168,0,1813301.7885159999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65278.864386575995,NA,NA,HARB,TTC
High Park Subway Stn,Other,23 Quebec Ave,Toronto,M6P 2T3,0,Square feet,168,0,499373.648957,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17977.451362451997,NA,NA,HIGHSW,TTC
Hillcrest Substation,Other,1138 Bathurst St,Toronto,M5R 1L4,0,Square feet,168,0,21474110.026032001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,773067.96093715192,NA,NA,HILLC,TTC
"Hillcrest, Gunn, Bathurst Garage",Other,1138 Bathurst St,Toronto,M5R 3H2,0,Square feet,70,0,2418760.7165160002,kWh,911137.84935499995,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1817954.846835776,NA,NA,BATGAR,TTC
Indian Grove Substation,Other,147 Indian Grove,Toronto,M6P 2H3,0,Square feet,168,0,8059180.4424200002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,290130.49592711998,NA,NA,INDIAN,TTC
Islington Substation,Other,1230 Islington Ave,Etobicoke,M8X 1Y8,0,Square feet,168,0,7697799.8003550004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,277120.79281278001,NA,NA,ISLIN,TTC
Islington Subway Stn,Other,3286 Bloor St W,Etobicoke,M8X 1E9,0,Square feet,100,0,78650.080000000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2831.4028799999996,NA,NA,ISLINSW,TTC
Jane Substation,Other,268 Armadale Ave,Toronto,M6S 4T2,0,Square feet,168,0,4152567.7552899998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,149492.43919043997,NA,NA,JANE,TTC
Jane Subway Stn,Other,17 Jane St,Toronto,M6S 1P9,0,Square feet,168,0,618891.42220599996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22280.091199415998,NA,NA,JANESW,TTC
Keele Subway Stn,Other,29 Keele St,Toronto,M6R 2Z9,0,Square feet,168,0,753645.2890639999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,27131.230406303996,NA,NA,KEELSW,TTC
Kennedy Substation,Other,2455 Eglinton Ave E,Scarborough,M1K 2R1,0,Square feet,168,0,8783889.4310330003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,316220.01951718796,NA,NA,KENN,TTC
King Subway Stn,Other,5 King St W Unit King,Toronto,M5H 1C3,0,Square feet,168,0,573365.54764700006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,20641.159715292,NA,NA,KINGSW,TTC
Kipling Substation,Other,25 St Albans Rd,Etobicoke,M9B 6K4,0,Square feet,168,0,4870093.7037089998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,175323.37333352398,NA,NA,KIPL,TTC
Lakeshore Garage & Shop,Other,580 Commissioners St,Toronto,M4M 2R5,0,Square feet,70,0,2155004.3788709999,kWh,128039.74344799999,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,320815.97787008714,NA,NA,LAKEG,TTC
Lakeshore Substation,Other,3236 Lake Shore Blvd W,Etobicoke,M8V 1M1,0,Square feet,168,0,155247.92571400001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5588.925325704,NA,NA,LAKES,TTC
Lansdowne Substation,Other,587 Lansdowne Ave,Toronto,M6H 3Y3,0,Square feet,168,0,1598516.35,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,57546.588599999995,NA,NA,LANS,TTC
Lansdowne Subway Stn,Other,546 Lansdowne Ave Stn Lands,Toronto,M6H 2Z3,0,Square feet,168,0,461011.88951800001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16596.428022648,NA,NA,LANSW,TTC
Lawrence East Substation,Other,2444 Lawrence Ave E,Scarborough,M1P 2R5,0,Square feet,168,0,1108084.3387500001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39891.036195000001,NA,NA,LAWE,TTC
Lawrence Substation,Other,3038 Yonge St,Toronto,M4N 2K7,0,Square feet,168,0,6782854.8645839998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,244182.77512502397,NA,NA,LAWR,TTC
Lawrence Subway Stn,Other,3050 Yonge St Unit Sublaw,Toronto,M4N 2K4,0,Square feet,168,0,3369673.0958060003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,121308.23144901601,NA,NA,LAWRSW,TTC
Leslie  Substation,Other,1209 Sheppard Ave E,North York,M2K 1E2,0,Square feet,168,0,5822253.7741939994,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,209601.13587098397,NA,NA,LESLIE,TTC
Lippincott Substation,Other,386 Lippincott St,Toronto,M5S 1Y5,0,Square feet,168,0,1002201.388688,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36079.249992767996,NA,NA,LIPP,TTC
Long Branch Substation,Other,3842 Lake Shore Blvd W,Etobicoke,M8W 3P6,0,Square feet,168,0,119029.730194,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4285.0702869839997,NA,NA,LONGB,TTC
Main Street Subway Stn,Other,321 Main St Unit Mn Stn,Toronto,M4C 4X6,0,Square feet,168,0,714542.31779400003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25723.523440583998,NA,NA,MAINSW,TTC
Malvern Garage & Shop,Other,5050 Sheppard Ave E,Scarborough,M1S 4N3,574125,Square feet,70,0,4514521.9043669999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,162522.78855721198,7.8633411101675321,NA,MALV,TTC
McCowan Substation,Other,1275 Mccowan Rd,Scarborough,M1P 4Z7,0,Square feet,168,0,3344165.116932,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,120389.94420955199,NA,NA,MCCOW,TTC
Museum Subway Stn,Other,96 Queens Park Ave,Toronto,M5S 2C7,0,Square feet,168,0,282868.68194099999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10183.272549875999,NA,NA,MUSESW,TTC
North York Ctr Subway Stn,Other,5110 Yonge St Unit Upmt,North York,M2N 7J8,0,Square feet,168,0,604306.92354800005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21755.049247727999,NA,NA,NYCSW,TTC
Oakvale Substation,Other,400 Greenwood Ave Near Oakval,Toronto,M4L 2V6,0,Square feet,168,0,24029734.737129003,kWh,397529.84451600001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1620253.9208652442,NA,NA,OAKV,TTC
Orde Substation,Other,16 Orde St,Toronto,M5T 3H7,0,Square feet,168,0,5520388.0666450001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,198733.97039921998,NA,NA,ORDE,TTC
Osgoode Subway Stn,Other,300 University Ave Unit Osg,Toronto,M5G 2K7,0,Square feet,168,0,404269.41269100003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14553.698856876001,NA,NA,OSGOSW,TTC
Ossington Substation,Other,137 Winona Dr,Toronto,M6G 3S7,0,Square feet,168,0,1727239.9244200001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62180.637279119997,NA,NA,OSSIN,TTC
Ossington Subway Stn,Other,750 Ossington Ave Stn Ossn,Toronto,M6G 3V1,0,Square feet,168,0,853185.41248399997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30714.674849423998,NA,NA,OSSISW,TTC
Pape Subway Stn,Other,735 Pape Ave Unit Papstn,Toronto,M4K 3S7,0,Square feet,168,0,747403.07544100005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26906.510715876,NA,NA,PAPESW,TTC
Park Hill Substation,Other,1300 Eglinton Ave W,Toronto,M6C 3Z4,0,Square feet,168,0,4231679.6441620002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,152340.46718983201,NA,NA,PARKH,TTC
Pleasant Substation,Other,14 Pleasant Blvd,Toronto,M4T 1J8,0,Square feet,168,0,8500725.1284190007,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,306026.10462308401,NA,NA,PLEAS,TTC
Prince Edward Substation,Other,339 Prince Edward Dr,Etobicoke,M8X 1B2,0,Square feet,168,0,10123148.236871,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,364433.336527356,NA,NA,PRINC,TTC
Queen St W Subway Station,Other,1 Queen St W Stn Queen,Toronto,M5H 3X4,0,Square feet,168,0,592123.32954399998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21316.439863583997,NA,NA,QUEESW,TTC
Queens Park Subway Stn,Other,130 College St Near Qun Pk,Toronto,M5G 1L7,0,Square feet,168,0,449492.18705899996,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16181.718734123997,NA,NA,QPSW,TTC
Queensway Garage & Shop,Other,400 Evans Ave,Etobicoke,M8Z 1K6,0,Square feet,70,0,2552553.5270969998,kWh,332458.57064500003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,723460.14904409205,NA,NA,QWG,TTC
Richmond Substation,Other,33 Richmond St E,Toronto,M5C 1M1,0,Square feet,168,0,16813080.048484001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,605270.88174542401,NA,NA,RICHM,TTC
Roncesvalles Substation,Other,30 Roncesvalles Ave,Toronto,M6R 1C7,0,Square feet,168,0,9970656.0477740001,kWh,114557.69677400001,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,576567.72870446404,NA,NA,RONC,TTC
Rosedale Subway Stn,Other,5 Crescent Rd Stn Rosedl,Toronto,M4W 1S9,0,Square feet,168,0,269653.29280900001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9707.518541124,NA,NA,ROSESW,TTC
Runnymede Rd Unit Loop,Other,Runnymede Rd and Dundas St W,Toronto,M6S 2S1,0,Square feet,168,0,12674.613871,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,456.28609935599997,NA,NA,RUNNYM,TTC
Runnymede Subway Stn,Other,261 Runnymede Rd Stn Runny,Toronto,M6S 1N4,0,Square feet,168,0,482875.49676499999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,17383.517883539997,NA,NA,RUNNSW,TTC
Russell Substation,Other,1357 Queen St E,Toronto,M4L 1C7,0,Square feet,168,0,5142144.8912589997,kWh,53700.964138000003,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,287132.40064864123,NA,NA,RUSS,TTC
Sheppard West Substation,Other,1035 Sheppard Ave W,North York,M3H 2M5,0,Square feet,168,0,5801968.6020000009,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,208870.86967200003,NA,NA,SHEPW,TTC
Sheppard Yonge Substation,Other,2 Sheppard Ave W,North York,M2N 5M9,0,Square feet,168,0,7891167.6532910001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,284082.03551847598,NA,NA,SHEPP,TTC
Sherbourne Subway Stn,Other,625 Sherbourne St Unit Substn,Toronto,M4W 3R4,0,Square feet,168,0,432542.48209700006,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,15571.529355492001,NA,NA,SHERSW,TTC
Spadina North Subway Stn,Other,85 Spadina Rd,Toronto,M5R 2T1,0,Square feet,168,0,468307.98147100001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16859.087332955998,NA,NA,SPANSW,TTC
Spadina Subway Stn,Other,6 Spadina Rd Stn Spad,Toronto,M5R 2S7,0,Square feet,168,0,901954.35609699995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32470.356819491997,NA,NA,SPADSW,TTC
St Andrew Subway Stn,Other,160 King St W Unit Stn St,Toronto,M5X 2A2,0,Square feet,168,0,321950.74436800001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11590.226797248,NA,NA,STANDSW,TTC
St Clair Subway Stn,Other,15 St Clair Ave E Stn Sub,Toronto,M4T 1L7,0,Square feet,168,0,1024515.2536769999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36882.549132371998,NA,NA,STCLASW,TTC
St Clair West Subway Stn,Other,370 St Clair Ave W,Toronto,M5P 1N4,0,Square feet,168,0,2292765.3461759998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,82539.552462335982,NA,NA,STCLAWSW,TTC
St George Subway Stn,Other,11 Bedford Rd Stn St Geo,Toronto,M5R 2J7,0,Square feet,168,0,1365376.189706,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,49153.542829416001,NA,NA,STGESW,TTC
St Patrick Subway Stn,Other,220 Dundas St W Stn St Pat,Toronto,M5G 1W8,0,Square feet,168,0,380251.18590300001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,13689.042692507999,NA,NA,STPATSW,TTC
Sumach Substation,Other,23 Sumach St,Toronto,M5A 3J5,0,Square feet,168,0,1561064.8427739998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56198.334339863984,NA,NA,SUMA,TTC
Summerhill Subway Stn,Other,20 Shaftesbury Ave Stn Sum,Toronto,M4T 1W2,0,Square feet,168,0,267044.18555900001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9613.5906801239998,NA,NA,SUMMSW,TTC
Town Centre Substation,Other,290 Borough Dr,Scarborough,M1P 4X4,0,Square feet,168,0,1752666.1698710001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,63095.982115355997,NA,NA,TOWNC,TTC
Townsley Substation,Other,1840 St Clair Ave W Near Tnwley,Toronto,M6N 1K1,0,Square feet,168,0,1280635.65729,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,46102.883662439999,NA,NA,TOWNS,TTC
Trinity Substation,Other,115 Shaw St,Toronto,M6J 2W6,0,Square feet,168,0,3173061.642645,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,114230.21913521999,NA,NA,TRIN,TTC
TTC Various Locations,Other,Various Locations Unit Ttc,Toronto,M5V 3C6,6,Square feet,168,0,31592.391466999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308.4330088520001,1211.5170932001884,NA,VARPOLE,TTC
TTC Various Locations,Other,Various Locations Unit Ttc,Toronto,M5V 3C6,6,Square feet,168,0,31592.391466999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1308.4330088520001,1211.5170932001884,NA,VARPOLE,TTC
Union Subway Stn,Other,58 Front St W,Toronto,M5J 1E6,0,Square feet,168,0,1722712.0462580002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,62017.633665288005,NA,NA,UNIONSW,TTC
Victoria Park Subway Stn,Other,777 Victoria Park Ave,East York,M4B 2E2,0,Square feet,168,0,8453294.552596001,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,304318.60389345599,NA,NA,VICPKSW,TTC
Warden Substation,Other,701 Warden Ave,Scarborough,M1L 4N5,0,Square feet,168,0,7575005.044129,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,272700.18158864399,NA,NA,WARD,TTC
Warden Subway Stn,Other,701 Warden Ave,Scarborough,M1L 3Z5,0,Square feet,168,0,42758.552726999995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1539.3078981719998,NA,NA,WARDSW,TTC
Wellesley St E Subway Stn,Other,10 Wellesley St E Unit Stn,Toronto,M4Y 3A6,0,Square feet,168,0,467349.71412900003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,16824.589708643998,NA,NA,WELLSE,TTC
Wilson Subway Stn,Other,570 Wilson Ave,North York,M3H 5Y6,0,Square feet,168,0,42185277.694904,kWh,655442.305162,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2763807.1897097435,NA,NA,WILSW,TTC
Woodbine Subway Stn,Other,995 Woodbine Ave Unit Stn,Toronto,M4C 4B9,0,Square feet,168,0,662883.89887100004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,23863.820359355999,NA,NA,WOODSW,TTC
York Mills Substation,Other,1 York Mills Rd Unit Mills,North York,M2P 2G4,0,Square feet,168,0,5702759.5510319993,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,205299.34383715197,NA,NA,YORKM,TTC
Yorkdale Subway Stn,Other,250 Ranee Ave,North York,M6A 2P4,0,Square feet,168,0,632877.06379699998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,22783.574296691997,NA,NA,YORKDSW,TTC
0 Parkside Dr Pole 140,Other,0 Parkside Dr Pole 140,Toronto,M6R 2Y8,1,Square feet,168,0,1817.8683480000002,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,65.443260527999996,1817.8759224514502,NA,0PKSIDE,Water Misc Service
101 Old Sheppard,Other,101 Old Sheppard Ave,North York,M2J 3X8,1,Square feet,168,0,6098.5991209999993,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,219.54956835599995,6098.6245318296696,NA,101OLDSHEPPARD,Water Misc Service
1699 Lake Shore Blvd W,Other,1699 Lake Shore Blvd W,Toronto,M6S 5A3,1,Square feet,168,0,10064.715091,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,362.32974327599999,10064.757027312879,NA,1699LA,Water Misc Service
1739 Bayview,Other,1739 Bayview Ave,East York,M4G 3C1,1,Square feet,168,0,911.42149900000004,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.811173963999998,911.42529658957915,NA,1739BA,Water Misc Service
279 Wilson Heights Blvd,Other,279 Wilson Heights Blvd,North York,M3H 2V3,1,Square feet,168,0,593.20095100000003,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21.355234236000001,593.20342267062915,NA,279WIL,Water Misc Service
29 Old Mill Terr,Other,29 Old Mill Terr,Etobicoke,M8X 1A1,1,Square feet,168,0,58888.812995,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2119.9972678199997,58889.058365054145,NA,29OLD,Water Misc Service
33A Riverwood Pky,Other,33A Riverwood Pky,Etobicoke,M8Y 4E3,1,Square feet,168,0,9982.985999999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,359.38749599999994,9983.0275957749982,NA,33ARIV,Water Misc Service
480 Mill Rd,Other,480 Mill Rd,Etobicoke,M9C 1Z2,1,Square feet,168,0,67555.442246999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2431.995920892,67555.723728009354,NA,480MIL,Water Misc Service
8001 Finch,Other,8001 Finch,Scarborough,M1B 6B2,1,Square feet,168,0,3216.3409019999999,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,115.78827247199999,3216.3543034204249,NA,8001FI,Water Misc Service
Bathurst St,Other,Bathurst St,Toronto,M5V 3C1,1,Square feet,168,0,6573.2109689999997,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,236.63559488399997,6573.2383573790366,NA,TWBATHURST,Water Misc Service
BAYVIEW RESERVOIR CARD,Other,8127 Bayview Ave,Thornhill,L3T 4N4,1,Square feet,168,0,66759.158114000005,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2403.3296921040001,66759.43627715882,NA,BAYVIEWR,Water Misc Service
Dufferin Reservoir,Other,Dufferin Reservoir,Maple,L6A 1S2,635,Square feet,168,0,182763.724242,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6579.4940727119993,287.81808780711441,NA,DUFFR,Water Misc Service
Edenbridge Sewage Blower,Other,261 Edenbridge Dr,Etobicoke,M9A 4S4,1,Square feet,168,0,10147.2268,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,365.3001648,10147.269080111668,NA,261EDE,Water Misc Service
High Park - Lot Cytor,Other,1873 Bloor St W- Lot Cytor,Toronto,M6P 3K7,1,Square feet,168,0,29946.266886999998,kWh,0,Cubic meter,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1078.0656079319999,29946.391663112026,NA,1873BLTO,Water Misc Service
