Operation Name,Operation Type,Address,City,Total Floor Area,Avg hrs per wk,Annual Flow,Electricity,Natural Gas,GHG Emissions,Energy Intensity
Fire Station 135 - OLD,Fire stations and associated offices and facilities,641 Eglinton Ave W,Toronto,10592,168,0,32630.09357,25067.32595,"48,795",28.1
Fire Station 141,Fire stations and associated offices and facilities,"3965 Keele St., Unit 10",North York,12500,168,0,174736.8035,39351.40381,"81,046",47.2
Fire Station 142,Fire stations and associated offices and facilities,2753 Jane Street,North York,5586,168,0,118466.8933,21722.37617,"45,531",62.3
Fire Station 143,Fire stations and associated offices and facilities,1009 Sheppard Ave. W,North York,2895,168,0,77064.73621,19383.15788,"39,596",97.3
Fire Station 145,Fire stations and associated offices and facilities,20 Beffort Rd.,North York,11001,168,0,103644.6747,27506.63109,"55,985",35.8
Fire Station 146,Fire stations and associated offices and facilities,2220 Jane Street,North York,7535,168,0,58264.7541,15277.38826,"31,120",29.1
Fire Station 211,Fire stations and associated offices and facilities,900 Tapscott Rd,Scarborough,5005,168,0,128822.7688,11142.12652,"25,804",49.2
Fire Station 212,Fire stations and associated offices and facilities,8500 Sheppard Ave East,Scarborough,16501,168,0,203978.3253,50739.05089,"103,732",44.8
Fire Station 213,Fire stations and associated offices and facilities,7 Lapsley Rd,Scarborough,5048,168,0,53653.09849,13721.75275,"27,999",39.3
Fire Station 214,Fire stations and associated offices and facilities,745 Meadowvale Rd,Scarborough,4887,168,0,49169.42783,17568.65355,"35,145",48
Fire Station 215,Fire stations and associated offices and facilities,5318 Lawrence Ave E,Scarborough,5737,168,0,55180.51069,13134.32581,"26,938",33.8
Fire Station 221,Fire stations and associated offices and facilities,2575 Eglinton Ave E,Scarborough,11916,168,0,140598.7673,24787.17791,"52,150",33.8
Fire Station 222,Fire stations and associated offices and facilities,755 Warden Ave,Scarborough,6910,168,0,56182.07119,15681.87811,"31,813",32.1
Fire Station 223,Fire stations and associated offices and facilities,116 Dorset Rd,Scarborough,7459,168,0,45281.69995,12462.29044,"25,305",23.7
Fire Station 224,Fire stations and associated offices and facilities,1313 Woodbine Ave,Toronto,3767,168,0,58792.83582,11637.27258,"24,224",48.2
Fire Station 225,Fire stations and associated offices and facilities,3600 Danforth Ave,Scarborough,9085,168,0,91962.35965,26191.2354,"53,066",40.6
Fire Station 226,Fire stations and associated offices and facilities,85 Main St,Toronto,11808,168,0,51934.79081,28079.30241,"55,212",29.5
Fire Station 227,Fire stations and associated offices and facilities,1904 Queen St E,Toronto,10484,168,0,72581.92638,19114.94471,"38,925",26.2
Fire Station 231,Fire stations and associated offices and facilities,740 Markham Rd,Scarborough,14241,168,0,150342.8106,45419.63774,"91,696",44.2
Fire Station 232,Fire stations and associated offices and facilities,1550 Midland Ave,Scarborough,5350,168,0,73787.69507,13290.06199,"27,903",40
Fire Station 233,Fire stations and associated offices and facilities,59 Curlew Dr,North York,11001,168,0,75686.49568,21473.06398,"43,517",27.5
Fire Station 234,Fire stations and associated offices and facilities,40 Coronation Dr,Scarborough,5350,168,0,50210.25113,13272.3987,"27,021",35.6
Fire Station 235,Fire stations and associated offices and facilities,200 Bermondsey Rd.,North York,8902,168,0,98802.42842,20573.84144,"42,641",35.5
Fire Station 241,Fire stations and associated offices and facilities,3325 Warden Ave,Scarborough,5500,168,0,43569.51222,11028.67293,"22,520",29.1
Fire Station 242,Fire stations and associated offices and facilities,2733 Brimley Rd,Scarborough,5500,168,0,61287.56519,16142.52936,"32,872",42.1
Fire Station 243,Fire stations and associated offices and facilities,4560 Sheppard Ave E,Scarborough,5350,168,0,45186.22094,17321.65449,"34,532",42.6
Fire Station 244,Fire stations and associated offices and facilities,2340 Birchmount Rd,Scarborough,5350,168,0,52777.30646,13830.24909,"28,173",37.2
Fire Station 245,Fire stations and associated offices and facilities,1600 Birchmount Rd,Scarborough,5608,168,0,52535.7632,11758.46633,"24,229",31.5
Fire Station 311,Fire stations and associated offices and facilities,20 Balmoral Ave,Toronto,12755,168,0,47248.64863,14600.88415,"29,438",15.8
Fire Station 312,Fire stations and associated offices and facilities,34 Yorkville Ave,Toronto,9806,168,0,108098.2191,25288.98221,"51,933",38.2
Fire Station 313,Fire stations and associated offices and facilities,441 Bloor St E 2 Fl,Toronto,12099,168,0,132247.5614,33073.49778,"67,590",39.8
Fire Station 314,Fire stations and associated offices and facilities,12 Grosvenor St,Toronto,11937,168,0,50866.47231,24241.85152,"47,883",25.7
Fire Station 315,Fire stations and associated offices and facilities,132 Bellevue Av,Toronto,7244,168,0,101059.0219,28855.71875,"58,455",56
Fire Station 321,Fire stations and associated offices and facilities,231 McCrae Ave,East York,7535,168,0,105289.1092,26143.85355,"53,456",50.6
Fire Station 322,Fire stations and associated offices and facilities,256 Cosburn Ave,Toronto,7535,168,0,47289.372,15249.63412,"30,672",27.6
Fire Station 323,Fire stations and associated offices and facilities,153 Chatham Ave,Toronto,10236,168,0,108988.1791,38942.39765,"77,902",50.8
Fire Station 324,Fire stations and associated offices and facilities,840 Gerrard St E,Toronto,13153,168,0,57169.67686,20924.55135,"41,808",21.1
Fire Station 325,Fire stations and associated offices and facilities,475 Dundas St E,Toronto,10129,168,0,125354.5862,26531.65523,"54,915",40
Fire Station 331,Fire stations and associated offices and facilities,31 Claremont St,Toronto,10979,168,0,81964.22685,24086.41882,"48,707",30.6
Fire Station 332,Fire stations and associated offices and facilities,260 Adelaide St W,Toronto,24865,168,0,281311.0857,73381.61525,"149,530",42.5
Fire Station 333,Fire stations and associated offices and facilities,201 Front St E,Toronto,12723,168,0,127109.4821,32438.76121,"66,200",36.9
Fire Station 334,Fire stations and associated offices and facilities,339 Queens Quay West,Toronto,13003,168,0,346143.1653,19776.69057,"50,031",42.7
Fire Station 335,Fire stations and associated offices and facilities,235 Cibola Ave,Toronto,4402,168,0,86053.89179,10310.15068,"22,684",44.3
Fire Station 341,Fire stations and associated offices and facilities,555 Oakwood Ave,Toronto,9268,168,0,77088.57568,26137.53645,"52,428",38.1
Fire Station 342,Fire stations and associated offices and facilities,106 Ascot Ave,Toronto,3057,168,0,24192.21575,12072.28483,"23,805",49.6
Fire Station 343,Fire stations and associated offices and facilities,65 Hendrick Av,Toronto,9827,168,0,52679.78306,22342.45364,"44,340",29.4
Fire Station 344,Fire stations and associated offices and facilities,240 Howland Ave,Toronto,11238,168,0,68891.71794,21717.8975,"43,737",26.5
Fire Station 345,Fire stations and associated offices and facilities,1287 Dufferin St,Toronto,12809,168,0,119253.6661,39648.18563,"79,612",42
Fire Station 411,Fire stations and associated offices and facilities,75 Toryork Dr,North York,8762,168,0,79637.11085,13385.60481,"28,295",25.2
Fire Station 412,Fire stations and associated offices and facilities,267 Humberline Dr,Etobicoke,7029,168,0,73903.30862,20764.26637,"42,106",41.7
Fire Station 413,Fire stations and associated offices and facilities,1549 Albion Rd,Etobicoke,3929,168,0,30906.69665,6894.781912,"14,211",26.4
Fire Station 415,Fire stations and associated offices and facilities,2120 Kipling Ave,Etobicoke,7804,168,0,67311.05641,10315.86863,"22,020",22.6
Fire Station 421,Fire stations and associated offices and facilities,6 Lambton Ave,Toronto,9461,168,0,104843.7278,24957.42185,"51,186",38.9
Fire Station 422,Fire stations and associated offices and facilities,590 Jane St,Toronto,7944,168,0,62149.10741,16548.80613,"33,675",29.8
Fire Station 423,Fire stations and associated offices and facilities,358 Keele St,Toronto,12335,168,0,104212.3701,31114.59063,"62,860",35.1
Fire Station 424,Fire stations and associated offices and facilities,462 Runnymede Rd,Toronto,5866,168,0,38844.39542,8792.862232,"18,102",22.4
Fire Station 425,Fire stations and associated offices and facilities,83 Deforest Rd,Toronto,7955,168,0,43547.22962,8860.411905,"18,400",17.2
Fire Station 426,Fire stations and associated offices and facilities,140 Lansdowne Ave,Toronto,12486,168,0,159998.1805,31617.77398,"65,824",39.5
Fire Station 431,Fire stations and associated offices and facilities,308 Prince Edward Dr,Etobicoke,3907,168,0,35928.11864,9789.145807,"19,890",35.6
Fire Station 432,Fire stations and associated offices and facilities,155 The East Mall,Etobicoke,11765,168,0,103391.307,27275.4249,"55,537",33.3
Fire Station 433,Fire stations and associated offices and facilities,615 Royal York Rd,Etobicoke,5038,168,0,111407.9923,10515.79699,"23,987",44.1
Fire Station 434,Fire stations and associated offices and facilities,3 Lunness Rd,Etobicoke,5188,168,0,27263.47802,10658.70682,"21,230",26.9
Fire Station 435,Fire stations and associated offices and facilities,130 Eighth St,Etobicoke,6889,168,0,75670.54824,12755.48039,"26,956",30.5
Fire Station 441,Fire stations and associated offices and facilities,947 Martingrove Rd,Etobicoke,19472,168,0,121927.4557,17102.18012,"36,878",15.5
Fire Station 442,Fire stations and associated offices and facilities,2015 Lawrence Ave W,Toronto,15479,168,0,201878.464,19030.18697,"43,419",26
Fire Station 443,Fire stations and associated offices and facilities,1724 Islington Ave,Etobicoke,3929,168,0,38236.18749,9175.147959,"18,806",34.4
Fire Station 444,Fire stations and associated offices and facilities,666 Renforth Dr,Etobicoke,3929,168,0,33160.99234,7265.860446,"14,997",28
Fire Station 445,Fire stations and associated offices and facilities,280 Burnhamthorpe Rd,Etobicoke,11765,168,0,119162.557,18144.18067,"38,758",26.4
Fire Training Centre,Fire stations and associated offices and facilities,4562 Sheppard Ave E,Scarborough,7998,168,0,73605.49033,14066.45161,"29,372",27.8
HUSAR,Fire stations and associated offices and facilities,21 Old Eglinton,North York,11485,168,0,233657.1883,25043.13624,"55,986",43.4
Rotherham Ave 15,Fire stations and associated offices and facilities,15 Rotherham Ave,Toronto,23002,168,0,158350.2863,26789.85193,"56,593",19.2
Toryork Office,Fire stations and associated offices and facilities,40 Toryork Dr,North York,42625,168,0,679969.6098,109679.893,"232,837",43.1
Allan Gardens,Other,160 Gerrard St E,Toronto,25177,168,0,214202.7192,166842.6354,"324,661",78.5
Centennial Greenhouse,Other,149-151 Elmcrest Rd,Etobicoke,29170,168,0,274793.9389,213361.0916,"415,213",86.6
Cloud Gardens,Other,14 Temperance St.,Toronto,6243,168,0,171801.8342,0,"56,688",65.8
High Park Greenhouses,Other,15 High Park,Toronto,60386,168,0,578809.4996,506097.601,"982,266",98.1
Riverlea Greenhouse,Other,919 Scarlett Rd,Etobicoke,17018,168,0,97700.79481,90367.49928,"175,187",61.8
Rockcliffe GreenHouse,Other,301 Rockcliffe Blvd,Toronto,12271,168,0,85149.3712,89641.00125,"173,355",84.1
Agincourt Arena and R.C,Indoor recreational facilities,31 Glen Watford Dr,Scarborough,93398,100,0,2141347.455,357763.6933,"756,729",63.4
Antibes Park,Indoor recreational facilities,140 Antibes Dr,North York,18492,100,0,392585.5069,64760.71688,"137,158",58.2
Beaches R.C,Indoor recreational facilities,6 Williamson Rd,Toronto,14445,100,0,161322.8378,0,"5,808",11.2
Bennington Heights Clubhouse,Indoor recreational facilities,457 Heath Ave,East York,1432,100,0,4355.063121,2235.750909,"4,404",19.5
Broadlands R.C & A.I.R,Indoor recreational facilities,19 Castlegrove Blvd,North York,10667,100,0,368526.3072,22250.47606,"55,536",56.6
Centennial R.C (Ice Galaxy),Indoor recreational facilities,1967 Ellesmere Rd,Scarborough,102376,100,0,2364592.973,256319.7652,"572,053",49.5
Davisville Park/Tennis,Indoor recreational facilities,218 Davisville Ave,Toronto,2777,100,0,36303.06774,6617.918182,"13,879",38.2
Dovercourt B&G Club,Indoor recreational facilities,155 Bartlett Ave,Toronto,23971,100,0,114732.509,0,"4,130",4.8
East York Clubhouse,Indoor recreational facilities,323-525 Cosburn Ave,Toronto,1001,100,0,14697.13273,2452.829034,"5,189",40.6
East York Curling Club House,Indoor recreational facilities,901 Cosburn Ave,Toronto,17868,100,0,330393.0636,44503.14363,"96,436",44.8
Etobicoke Olympium,Indoor recreational facilities,590 Rathburn Rd,Etobicoke,139995,100,0,2506567.087,548030.7727,"1,131,325",59.2
Fairfield Senior Centre,Indoor recreational facilities,80 Lothian Ave,Etobicoke,14316,100,0,78740.24673,33809.84298,"67,063",30.4
Flemingdon RC & Pool,Indoor recreational facilities,29 St. Dennis Dr,North York,34348,100,0,728492.0689,76262.60402,"171,101",44.6
George Webster Clubhouse,Indoor recreational facilities,30-40 Chapman Ave,Etobicoke,1302,100,0,6705.048908,0,241,5.1
Gord & Irene Risk Arena & R.C,Indoor recreational facilities,2650 Finch Ave. W,North York,44304,100,0,737833.5807,80523.17269,"179,531",35.8
Goulding Arena & R.C,Indoor recreational facilities,45 Goulding Ave,North York,43540,100,0,707248.4656,85886.07343,"188,618",37.1
Grandravine Arena & R.C,Indoor recreational facilities,25 Grandravine Dr,North York,33637,100,0,634993.1238,82534.0745,"179,649",44.8
Horner Avenue Senior Centre,Indoor recreational facilities,320 Horner Ave,Etobicoke,4252,100,0,25342.57917,4835.092623,"10,098",18
Islington Senior Centre,Indoor recreational facilities,4968 Dundas St W,Etobicoke,9967,100,0,112515.6187,8348.069697,"19,909",20.1
Jimmie Simpson R.C,Indoor recreational facilities,870 Queen St E,Toronto,43906,100,0,1095405.321,205192.9042,"429,237",74.3
John Booth Arena & R.C,Indoor recreational facilities,230 Gosford Blvd,North York,27007,100,0,444853.4524,43665.24907,"98,965",33.5
Joseph J. Piccininni R.C,Indoor recreational facilities,1369 St Clair Ave W,Toronto,70030,100,0,1117362.288,170006.07,"363,184",41.6
L'Amoreaux C.C,Indoor recreational facilities,2000 McNicoll Ave,Scarborough,25995,100,0,439474.4924,0,"15,821",16.9
L'Amoreaux Park Yard,Indoor recreational facilities,3079 Birchmount Rd,Scarborough,1690,100,0,52719.30219,0,"1,898",31.2
L'Amoreaux Sports and Tennis,Indoor recreational facilities,200 Silver Springs Blvd,Scarborough,56253,100,0,1069328.716,117272.8642,"261,278",41
Malvern R.C,Indoor recreational facilities,30 Sewells Rd,Scarborough,106466,100,0,2533329.983,201421.4619,"473,838",43.8
Markdale Rec & Daycare,Indoor recreational facilities,41 Markdale Ave,Toronto,1829,100,0,5210.725577,4553,"8,837",29.1
Matty Eckler R.C,Indoor recreational facilities,953 Gerrard St E,Toronto,47383,100,0,550506.9758,118031.7856,"244,042",37.9
McCormick R.C,Indoor recreational facilities,66 Sheridan Ave,Toronto,43099,100,0,1056331.176,156606.7856,"335,532",62.9
Milliken Park Rec Center,Indoor recreational facilities,4325 McCowan Rd.,Scarborough,17631,100,0,321597.0911,60327.86839,"126,182",54.4
Oriole Arena & R.C,Indoor recreational facilities,2975 Don Mills Rd.,North York,64347,100,0,1144864.612,56942.23826,"149,388",27.1
Pelmo Park Tennis,Indoor recreational facilities,185 Pelmo Cres,Toronto,2573,100,0,100163.8049,9005.20455,"20,713",75.9
Pleasantview Arena & R.C,Indoor recreational facilities,545 Van Horne Ave,North York,30559,100,0,669516.0912,116826.2059,"246,036",62.3
Regent Park Aquatic Centre,Indoor recreational facilities,640 Dundas St E,Toronto,30505,100,0,1077114.879,24383.20338,"85,097",43.7
Roding Arena & R.C,Indoor recreational facilities,600 Roding St.,North York,30494,100,0,618094.284,31346.13776,"81,799",31.1
St Albans Boys Club,Indoor recreational facilities,843 Palmerston Ave,Toronto,23293,100,0,293723.1836,78792.21485,"160,255",48.3
Stan Wadlow Clubhouse,Indoor recreational facilities,373 Cedarvale Ave,Toronto,10323,100,0,81505.725,30262.25046,"60,423",38.8
Todmorden Mills Butler Building,Indoor recreational facilities,67 Pottery Rd,Toronto,17707,100,0,335376.8625,21314.64516,"52,565",31.6
Topham Park Clubhouse,Indoor recreational facilities,1 Tiago Ave,East York,3283,100,0,24199.58301,6624.748387,"13,456",28.7
Trace Manes Clubhouse,Indoor recreational facilities,110 Rumsey Rd,East York,6329,100,0,84937.14394,18918.24382,"38,997",45
Trinity Comm Rec Ctr,Indoor recreational facilities,155 Crawford St,Toronto,36909,100,0,628900.0412,209104.846,"419,875",76.8
University Settlement House R.C,Indoor recreational facilities,23 Grange Rd,Toronto,47566,100,0,601751.9251,126596.7835,"262,158",40.7
W Acres Senior Ctr,Indoor recreational facilities,65 Hinton Rd,Etobicoke,4994,100,0,28462.27732,7010.751835,"14,343",20.5
Whitlam Warehouse,Indoor recreational facilities,25 Whitlam Ave,Etobicoke,24865,100,0,49540.67025,35039.24551,"68,347",16.9
Willowdale Lawn Bowling,Indoor recreational facilities,150 Beecroft Rd,North York,2293,100,0,52044.76091,11393.31788,"23,517",75.2
Albion Arena,Indoor sports arenas,1501 Albion Rd,Etobicoke,32658,100,0,389542.0706,44251.73991,"98,088",26.2
Amesbury Arena,Indoor sports arenas,155 Culford Rd,Toronto,26942,100,0,815010.4961,97981.67733,"215,475",68.6
Baycrest Arena,Indoor sports arenas,160 Neptune Dr,North York,27060,100,0,413634.9675,60558.31481,"129,933",38.9
Bayview Arena,Indoor sports arenas,3230 Bayview Ave,North York,28417,100,0,379363.7278,51546.04641,"111,579",32.5
Central Arena,Indoor sports arenas,50 Montgomery Rd,Etobicoke,32001,100,0,1554326.549,202420.7358,"440,492",115.3
Chris Tonks Arena,Indoor sports arenas,2801 Eglinton Ave,Toronto,23638,100,0,521643.0794,53723.82151,"120,838",46.1
Cummer Arena,Indoor sports arenas,6000 Leslie St,North York,34348,100,0,1491895.492,197102.8036,"428,142",104
Don MilIs Arena,Indoor sports arenas,1030 Don Mills Rd,North York,27857,100,0,532795.4464,64553.28866,"141,812",43.6
Downsview Arena,Indoor sports arenas,1633 Wilson Ave,North York,34218,100,0,672507.9162,64862.44911,"147,429",39.7
East York Arena,Indoor sports arenas,888 Cosburn Ave,Toronto,30257,100,0,864049.5518,72997.17417,"169,778",54
Etobicoke Centennial Arena,Indoor sports arenas,56 Centennial Pk Rd,Etobicoke,72050,100,0,1481887.126,61126.02495,"169,468",29.5
Fenside Arena,Indoor sports arenas,30 Slidell Cres,North York,26307,100,0,384340.255,51410.95455,"111,501",35.2
Flemingdon Arena,Indoor sports arenas,165 Grenoble Dr.,North York,25640,100,0,440580.4708,25467.36364,"64,241",27.7
Forest Hill Memorial Arena,Indoor sports arenas,340 Chaplin Cres,Toronto,40666,100,0,1168520.226,0,"42,067",28.7
George Bell Arena,Indoor sports arenas,215 Ryding Av,Toronto,41786,100,0,698892.7733,0,"25,160",16.7
Habitant Arena,Indoor sports arenas,3383 Weston Rd,North York,26307,100,0,355181.4848,60105.99711,"126,969",37.6
Herbert Carnegie Centennial Arena,Indoor sports arenas,580 Finch Ave. W,North York,42270,100,0,852791.9953,137210.7775,"291,358",54.4
Lambton Park Arena,Indoor sports arenas,4100 Dundas St W,Toronto,24854,100,0,498311.8708,23495.84791,"62,574",30
Long Branch Arena,Indoor sports arenas,75 Arcadian Crcl,Etobicoke,25629,100,0,398481.6333,40318.32378,"90,938",32.2
Mimico Arena,Indoor sports arenas,31 Drummond St,Etobicoke,35607,100,0,505880.3228,41157.96963,"96,399",26.4
Mitchell Field Arena,Indoor sports arenas,89 Church Ave,North York,30182,100,0,897078.875,64406.58311,"154,647",52.2
Moss Park Arena,Indoor sports arenas,140 Sherbourne St,Toronto,22335,100,0,895681.2785,0,"32,245",40.1
Phil White Arena,Indoor sports arenas,443 Arlington Ave,Toronto,25941,100,0,881721.6397,21879.07586,"73,305",42.9
Pine Point Arena,Indoor sports arenas,15 Grierson Rd,Etobicoke,32001,100,0,454190.8714,29735.56705,"72,839",24
Scarborough Arena Gardens,Indoor sports arenas,75 Birchmount Rd,Scarborough,38320,100,0,682087.8936,56054.05125,"131,040",33.2
Victoria Village Arena,Indoor sports arenas,190 Bermondsey Ave.,North York,33637,100,0,733110.5512,70960.71321,"161,195",44.1
York Mills Arena,Indoor sports arenas,2539 Bayview Ave,North York,23573,100,0,518489.966,34956.32863,"85,072",37.6
Albion Comm Ctr & Pool,Indoor swimming pools,1485 Albion Rd,Etobicoke,20688,100,0,411530.8062,160699.9511,"320,095",101.9
Douglas Snow Aquatic Center,Indoor swimming pools,5100 Yonge St,North York,40666,100,0,738764.749,185671.8508,"379,314",66.4
Gus Ryder Pool and Health Club,Indoor swimming pools,1 Faustina Dr,Etobicoke,21097,100,0,776641.4383,130144.1445,"275,193",101.9
Harrison Pool,Indoor swimming pools,15 Stephanie St,Toronto,15263,100,0,238237.2991,97616.18966,"194,017",83.1
John Innes Community Recreation Centre,Indoor swimming pools,150 Sherbourne St,Toronto,28055,100,0,93199.5085,0,"3,355",3.3
Norseman Community School and Pool,Indoor swimming pools,105 Norseman St,Etobicoke,19052,100,0,368529.7484,94024.75367,"191,885",71.4
S.H Armstrong R.C,Indoor swimming pools,56 Woodfield Rd,Toronto,18277,100,0,221590.4414,27933.26874,"61,042",28.3
The Elms Pool and Community School,Indoor swimming pools,45 Golfdown Dr,Etobicoke,13885,100,0,451451.4992,77668.27515,"163,798",91.6
Wallace-Emerson C.C,Indoor swimming pools,1260 Dufferin St,Toronto,51882,100,0,990708.488,121635.7988,"266,736",43.8
Dee Avenue Lab,Other,30 Dee Ave.,Toronto,14994,70,0,1243577.964,55589.57801,"150,372",122.1
Beare Road Landfill,Other,8132 Finch Ave E,Scarborough,5942,70,0,149547.3894,0,"5,384",25.2
Brock West Landfill,Other,2357 Meriadoc Dr,Pickering,10764,70,0,190700.8274,0,"6,865",17.7
Donlands Landfill,Other,485 Donlands Ave,Thornhill,603,70,0,39210.44815,0,"1,412",65
Keele Valley Landfill,Other,200 McNaughton Rd,Maple,10764,70,0,2663916.512,0,"95,901",247.5
1 STRATHMORE BLVD,Other,1 Strathmore Blvd,Toronto,2383,168,0,2400.257822,2338.821642,"4,529",11.4
100 Rosedale Valley,Other,100 Rosedale Valley Rd,Toronto,2691,100,0,6591.414903,0,237,2.4
111 KING ST E,Other,111 KING ST E,0,8775,70,0,19245.05333,334.666668,"1,329",2.6
113 Spadina Rd,Other,113 Spadina Rd,Toronto,2982,100,0,38009.99959,186.8,"1,723",13.4
134 Spadina Rd,Other,134 Spadina Rd,Toronto,3369,100,0,18481.82021,9388.382451,"18,500",34.9
136 Spadina Rd,Other,136 Spadina Rd,Toronto,2626,100,0,5283.209303,0,190,2
161 Spadina Rd,Other,161 Spadina Rd,Toronto,3651,100,0,3100.939118,13134.23875,"25,063",38.8
17MILL,Other,17 MILL,North York,2000,100,0,2937.429334,2648.251097,"5,137",15.4
1845 Kingston Rd,Other,1845 Kingston Rd,Scarborough,2400,100,0,298.762382,0,11,0.1
205 Spadina Rd,Other,205 Spadina Rd,0,3247,168,0,9166.878663,0,330,2.8
235 DANFORTH,Other,235 DANFORTH,Scarborough,18444,100,0,61447.7279,0,"2,212",3.3
2930 ISLINGTON AVE,Other,2930 ISLINGTON AVE,0,750,168,0,6969.412909,1292.764706,"2,707",27.5
3 STRATHMORE BLVD,Other,3 Strathmore Blvd,Toronto,1328,168,0,1442.240764,2480.93943,"4,765",20.8
302 Horner Ave,Other,302 Horner Ave,Etobicoke,5000,168,0,1936.336149,3823.333333,"7,333",8.5
388 EVANS AVE,Other,388 EVANS AVE,Etobicoke,7500,168,0,6368.596,10777.77133,"20,704",16
40 Russell Hill Rd,Other,40 Russell Hill Rd - ngas,Toronto,3735,100,0,11819.46668,5776.861552,"11,400",19.5
43 Edwin Ave,Other,43 Edwin Ave,Toronto,1074,168,0,552.151494,0,20,0.5
50 Wabash,Other,50 Wabash,Toronto,2992,100,0,15631.03753,4356.842007,"8,839",20.6
567 ARLINGTON,Other,567 ARLINGTON,Toronto,1066,100,0,22.578534,0,1,0
73 Spadina,Other,73 Spadina Rd,Toronto,2548,168,0,2122.107675,4572.156667,"8,762",19.8
Spadina Rd 35,Other,35 Spadina Rd,Toronto,3552,100,0,16946.75151,2785.60775,"5,902",13.1
Bendale Acres,Long-term care,2920 Lawrence Ave.E.,Scarborough,210327,168,0,3381318.568,546594.8262,"1,160,088",43.5
Carefree Lodge,Long-term care,306 Finch Ave.E.,North York,67490,168,0,1251597.415,106014.08,"246,451",35.1
Castleview Wychwood Towers,Long-term care,351 Christie St,Toronto,294447,168,0,5730762.311,233177.192,"649,272",27.8
Cummer Lodge,Long-term care,205 Cummer Ave,North York,243200,168,0,4564828.702,634985.8025,"1,370,610",46.3
Fudger House,Long-term care,439 Sherbourne St,Toronto,118995,168,0,1898266.782,343118.1564,"720,156",46.4
Kipling Acres,Long-term care,2233 Kipling Ave,Etobicoke,184590,168,0,4345092.556,538124.4617,"1,178,693",54.3
Lakeshore Lodge,Long-term care,3197 Lakeshore Blvd,Etobicoke,88964,168,0,1571162.392,198486.0087,"433,624",41.2
Seven Oaks,Long-term care,9 Neilson Rd.,Scarborough,133311,168,0,2586009.431,418057.7294,"887,276",52.5
True Davidson Acres,Long-term care,200 Dawes Rd,Toronto,130082,168,0,2546705.005,390976.9604,"834,416",51.3
Wesburn Manor,Long-term care,400 The West Mall,Etobicoke,150867,168,0,2033886.185,400653.8071,"834,338",41.5
10 Daventry Rd,Other,10 Daventry Rd,Scarborough,1,100,0,202.971342,0,7,203
111 St Andrews Rd,Other,111 St Andrews Road,Scarborough,1,100,0,220.73546,0,8,220.7
119 Annette Park Lighting,Other,119 Annette St,Toronto,3,100,0,897.103266,0,32,299
1231 Queen St W,Other,1231 Queen St W,Toronto,2,100,0,2130.56543,0,77,"1,065.30"
139 Marcos Blvd,Other,139 Marcos Blvd,Scarborough,1,100,0,202.181577,0,7,202.2
144 Balsam Ave,Other,144 Balsam Ave,Toronto,1,168,0,3230.54035,0,116,"3,230.60"
170 Sumach Park,Other,170 Sumach St,Toronto,1,100,0,3696.076548,0,133,"3,696.10"
18 Applebaum,Other,18 Applebaum Terrace,North York,1,100,0,2695.519906,0,97,"2,695.50"
180 Roxborough,Other,180 Roxborough,Toronto,1,100,0,1091.568027,0,39,"1,091.60"
200 Mount Olive Dr,Other,200 Mount Olive Dr,Etobicoke,1,100,0,6785.900002,0,244,"6,785.90"
266 Besborough,Other,266 Besborough Dr,East York,1,100,0,52.908,0,2,52.9
295 Unwin Ave,Other,295 Unwin Ave,Toronto,1,100,0,16170.25095,0,582,"16,170.30"
3001 McCowan Rd,Other,3001 McCowan Rd,Scarborough,1,100,0,214.561762,0,8,214.6
3045 Brimley Rd,Other,3045 Brimley Rd,Scarborough,1,100,0,186.176825,0,7,186.2
3079 Kennedy Rd,Other,3079 Kennedy Rd,Scarborough,1,100,0,228.630188,0,8,228.6
3084 Weston Rd,Other,3084 Weston Rd,North York,1,100,0,46611.34982,0,"1,678","46,611.50"
330 University Ave Fountain,Other,330 University Ave,Toronto,1,100,0,79301.72187,0,"2,855","79,302.10"
34 Park  Home Ave - Lighting,Other,34 Park  Home Ave - Lighting,North York,1,100,0,4.149,0,0,4.1
3601 Eglinton Ave W,Other,3601 Eglinton Ave W,Toronto,1,100,0,40276.88326,0,"1,450","40,277.10"
4005 Eglinton Ave W,Other,4005 Eglinton Ave W,Etobicoke,1,168,0,26769.7004,0,964,"26,769.80"
407 Fairlawn,Other,407 Fairlawn Ave,Toronto,1,100,0,251.984574,0,9,252
45 Dunfield Ave,Other,45 Dunfield Ave,Toronto,1,100,0,148.431242,0,5,148.4
5063 Yonge St Unit Underg,Other,5063 Yonge St Unit Underg,North York,1,100,0,22.4775,0,1,22.5
51 Benshire Dr,Other,51 Benshire Dr,Scarborough,1,100,0,159.138059,0,6,159.1
51 Dockside Dr,Other,51 Dockside Dr,Toronto,1,100,0,43122.3259,0,"1,552","43,122.50"
5184 Yonge St Unit Undrg,Other,5184 Yonge St,North York,1,100,0,67.583168,0,2,67.6
519 Church Park,Other,519 Church St,Toronto,1,168,0,30063.46289,0,"1,082","30,063.60"
5575 Yonge St,Other,5575 Yonge St,North York,1,100,0,2907.89593,0,105,"2,907.90"
71 Ellis Park Rd,Other,71 Ellis Park Rd,Toronto,1,168,0,3635.741059,0,131,"3,635.80"
734 Middlefield Rd,Other,734 Middlefield Rd,Scarborough,1,100,0,214.550368,0,8,214.6
