Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2015 - Dec/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
Ashbridges Bay Park,Other,1675 Lakeshore Blvd E,Toronto,M4L 3W6,721,Square feet,100,0,57096.28322,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,512",79.2,,ABP,Outdoor Recreational Facilities
Ancaster Childcare Centre,Other,45 Ancaster Rd,Toronto,M3K 1S7,7018,Square feet,100,0,147121.5956,kWh,14523.82265,Cubic meter,,,,,,,,,,,,,,,,,,,"33,923",42.8,,ACC,Child Care Facilities
Albert Campbell District,Public libraries,496 Birchmount Rd,Toronto,M1K 1N8,26102,Square feet,70,0,496578.7245,kWh,11355.00898,Cubic meter,,,,,,,,,,,,,,,,,,,"43,310",23.6,,ACD,Public Libraries
Adams Park,Other,2 Rozell Rd,Toronto,M1C 2L1,0,Square feet,100,0,134067.0802,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"5,899",,,ADAM,Outdoor Recreational Facilities
Agincourt District,Public libraries,155 Bonis Ave,Toronto,M1T 3W6,26996,Square feet,70,0,738589.8408,kWh,5351.815126,Cubic meter,,,,,,,,,,,,,,,,,,,"42,613",29.5,,ADL,Public Libraries
Alex Duff Pool,Other,779 Crawford S.,Toronto,M6G 3K4,0,Square feet,100,0,479312.2799,kWh,47575.77311,Cubic meter,,,,,,,,,,,,,,,,,,,"111,008",,,ADP,Outdoor Recreational Facilities
Allan Gardens,Other,160 Gerrard St E,Toronto,M5A 2P2,25177,Square feet,168,0,236979.2432,kWh,139053.9773,Cubic meter,,,,,,,,,,,,,,,,,,,"273,239",67.7,,AGDN,Greenhouses
Algonguin Island Sewage Pumping Station,Facilities related to the pumping of sewage,16 Wyandot Ave,Toronto,M5J 2M9,75,Square feet,168,27.42873631,13616.02426,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,599,181.5,496.4,AGI,Sewage Pumping Facilities
Agincourt Arena and R.C,Indoor recreational facilities,31 Glen Watford Dr,Toronto,M1S 2B7,93398,Square feet,100,0,2179062.543,kWh,286813,Cubic meter,,,,,,,,,,,,,,,,,,,"637,955",55.7,,AGINA,Indoor Recreational Facilities
Armour Heights Pumping Station,Facilities related to the pumping of water,226 Wilson Ave,Toronto,M5M 3B1,5780,Square feet,168,12480.539,1931840.71,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"85,001",334.2,154.8,AHPS,Water Pumping Facilities
Ambulance Headquarters,Ambulance stations and associated offices and facilities,4330 Dufferin St,Toronto,M3H 5R9,143494,Square feet,168,0,3732455.28,kWh,244997.5135,Cubic meter,,,,,,,,,,,,,,,,,,,"627,273",44.0,,AHQ,Ambulance Stations
Albion Arena,Indoor sports arenas,1501 Albion Rd,Toronto,M9V 1B2,32658,Square feet,100,0,434618.4571,kWh,34421.6587,Cubic meter,,,,,,,,,,,,,,,,,,,"84,180",24.4,,ALBIA,Indoor Sports Arena
Albion Comm Ctr & Pool,Indoor swimming pools,1485 Albion Rd,Toronto,M9V 1B2,20688,Square feet,100,0,487528.556,kWh,141731.9459,Cubic meter,,,,,,,,,,,,,,,,,,,"289,325",95.9,,ALBIC,Indoor Swimming Pool
Aldwych Park,Other,134 Aldwych Ave,Toronto,M4J 1X6,0,Square feet,100,0,35660.57528,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,569",,,ALDWYC,Outdoor Recreational Facilities
Allen Road,Street lighting,195 Glen Park Ave,Toronto,M6B 3J6,0,Square feet,70,0,635721.9072,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"27,972",,,ALLEN,Streetlighting
Allan A Lamport Stadium,Other,1155 King St W,Toronto,M6K 1E9,19688,Square feet,100,0,676858.69,kWh,277912,Cubic meter,,,,,,,,,,,,,,,,,,,"555,035",183.4,,LAMS,Outdoor Recreational Facilities
Albert Standing Park,Other,45 Sheppard Ave W,Toronto,M2N 5V7,0,Square feet,100,0,12932.02484,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,569,,,ALSP,Outdoor Recreational Facilities
Amesbury Park,Other,1501 Lawrence Ave W,Toronto,M6L 1A8,0,Square feet,100,0,25612.91212,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,127",,,AMBP,Outdoor Recreational Facilities
Amesbury Arena,Indoor sports arenas,155 Culford Rd,Toronto,M6M 4K6,26942,Square feet,100,0,783540.9376,kWh,113369.1701,Cubic meter,,,,,,,,,,,,,,,,,,,"248,744",73.5,,AMESA,Indoor Sports Arena
Amesbury Community Center,Community centres,1507 Lawrence Ave W,Toronto,M6L 1A8,37975,Square feet,100,0,317964.3658,kWh,53717.76425,Cubic meter,,,,,,,,,,,,,,,,,,,"115,517",23.3,,AMESC,Community Centres
Annette Street,Public libraries,145 Annette St.,Toronto,M6P 1P3,7804,Square feet,70,0,175252.8332,kWh,9548.365591,Cubic meter,,,,,,,,,,,,,,,,,,,"25,758",35.4,,AN,Public Libraries
Antibes Park,Indoor recreational facilities,140 Antibes Dr,Toronto,M2R 3J3,18492,Square feet,100,0,437225.3076,kWh,58042.76177,Cubic meter,,,,,,,,,,,,,,,,,,,"128,939",56.8,,ANBP,Indoor Recreational Facilities
Ancaster C.C.,Community centres,41-47 Ancaster Rd,Toronto,M3K 1S7,7513,Square feet,100,0,90772.36348,kWh,19233.42656,Cubic meter,,,,,,,,,,,,,,,,,,,"40,345",39.1,,ANCAC,Community Centres
Annette R.C,Community centres,333 Annette St,Toronto,M6P 1R3,20774,Square feet,100,0,477180.4176,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"20,996",23.0,,ANNEC,Community Centres
Anniversary Park,Other,410 Parliament St,Toronto,M5A 3A1,0,Square feet,100,0,4285.096094,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,189,,,ANNP,Outdoor Recreational Facilities
Anthony Road School Park,Other,111A Whitley Ave,Toronto,M3K 1A1,0,Square feet,100,0,77.82,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,3,,,ANTHONYROADSCHOOLPARK,Outdoor Recreational Facilities
Amesbury Park Library,Public libraries,1565 Lawrence Ave W,Toronto,M6L 1B6,6318,Square feet,70,0,111904.9455,kWh,10326.99849,Cubic meter,,,,,,,,,,,,,,,,,,,"24,442",35.0,,AP,Public Libraries
Archives and Records Centre,"Administrative offices and related facilities, including municipal council chambers",255 Spadina Rd,Toronto,M5R 2V3,39590,Square feet,70,0,466975.29,kWh,50126.01567,Cubic meter,,,,,,,,,,,,,,,,,,,"115,285",25.2,,ARC,Administrative Offices
Albion Road Childcare Centre,Other,1545 Albion Rd,Toronto,M9V 1B2,5543,Square feet,100,0,70080.84165,kWh,17479.51111,Cubic meter,,,,,,,,,,,,,,,,,,,"36,120",45.9,,ARCC,Child Care Facilities
Armour Height C.C,Community centres,2140 Avenue Rd,Toronto,M5M 4MZ,19773,Square feet,100,0,188985.844,kWh,25709.62393,Cubic meter,,,,,,,,,,,,,,,,,,,"56,907",23.3,,ARMOC,Community Centres
Ashtonbee Reservoir Park,Other,21 Ashtonbee Rd.,Toronto,M1L 4R5,0,Square feet,100,0,3234.039574,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,142,,,ARP,Outdoor Recreational Facilities
Station #10,Ambulance stations and associated offices and facilities,2015 Lawrence Ave.W.,Toronto,M9N 3V5,5005,Square feet,168,0,62101.43315,kWh,14605.2994,Cubic meter,,,,,,,,,,,,,,,,,,,"30,336",43.2,,AS10,Ambulance Stations
Station #11,Ambulance stations and associated offices and facilities,1135 Caledonia Rd,Toronto,M6A 2W9,3574,Square feet,168,0,37729.15234,kWh,11422.268,Cubic meter,,,,,,,,,,,,,,,,,,,"23,248",44.3,,AS11,Ambulance Stations
Station #12,Ambulance stations and associated offices and facilities,1535 Albion Rd.,Toronto,M9V 1B2,1938,Square feet,168,0,37293.26567,kWh,52.693547,Cubic meter,,,,,,,,,,,,,,,,,,,"1,740",19.5,,AS12,Ambulance Stations
Station #13,Ambulance stations and associated offices and facilities,555 Martin Grove Rd,Toronto,M9R 4B7,2756,Square feet,168,0,27234.78901,kWh,9557.875001,Cubic meter,,,,,,,,,,,,,,,,,,,"19,263",46.5,,AS13,Ambulance Stations
Station #14,Ambulance stations and associated offices and facilities,321 Rexdale Blvd,Toronto,M9W 1R8,4252,Square feet,168,0,63667.51337,kWh,6282.605113,Cubic meter,,,,,,,,,,,,,,,,,,,"14,675",30.6,,AS14,Ambulance Stations
Station #18,Ambulance stations and associated offices and facilities,643 Eglinton Ave.W.,Toronto,M5N 1C5,1345,Square feet,168,0,56032.37432,kWh,18169.41391,Cubic meter,,,,,,,,,,,,,,,,,,,"36,806",184.3,,AS18,Ambulance Stations
Station #21,Ambulance stations and associated offices and facilities,887 Pharmacy Ave,Toronto,M1L 3K9,2799,Square feet,168,0,40169.54857,kWh,10052.17647,Cubic meter,,,,,,,,,,,,,,,,,,,"20,766",52.3,,AS21,Ambulance Stations
Station #22,Ambulance stations and associated offices and facilities,3100 Eglinton Ave. E.,Toronto,M1J 2H1,2583,Square feet,168,0,40509.78436,kWh,6274.730839,Cubic meter,,,,,,,,,,,,,,,,,,,"13,642",41.3,,AS22,Ambulance Stations
Station #24,Ambulance stations and associated offices and facilities,3061 Birchmount Rd,Toronto,M1W 2S4,2659,Square feet,168,0,24346.17568,kWh,6880.519286,Cubic meter,,,,,,,,,,,,,,,,,,,"14,075",36.5,,AS24,Ambulance Stations
Rouge Water Tank & Valve House,Other,8200 Sheppard Ave.E.,Toronto,M1B 5K2,2142,Square feet,168,0,392972.024,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"17,291",183.5,,AS25,Water Pumping Facilities
Rouge Water Tank & Valve House,Other,8200 Sheppard Ave.E.,Toronto,M1B 5K2,2142,Square feet,168,0,392972.024,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"17,291",183.5,,AS25,Water Pumping Facilities
Station #28,Ambulance stations and associated offices and facilities,2900 Lawrence Ave.E.,Toronto,M1P 2TS,1905,Square feet,168,0,41571.92257,kWh,10574.6737,Cubic meter,,,,,,,,,,,,,,,,,,,"21,815",80.4,,AS28,Ambulance Stations
Station #30 & Garage & Office,Ambulance stations and associated offices and facilities,100 Turnberry Ave,Toronto,M6N 1R1,16380,Square feet,168,0,209313.6619,kWh,51683.01588,Cubic meter,,,,,,,,,,,,,,,,,,,"106,891",46.1,,AS30,Ambulance Stations
Station #31,Ambulance stations and associated offices and facilities,4219 Dundas St.W.,Toronto,M8X 1Y3,2831,Square feet,168,0,44090.52419,kWh,7533.588236,Cubic meter,,,,,,,,,,,,,,,,,,,"16,178",43.7,,AS31,Ambulance Stations
Station #32,Ambulance stations and associated offices and facilities,9 Clendenan Ave.,Toronto,M6P 2W4,3218,Square feet,168,0,23264.49031,kWh,4698.898823,Cubic meter,,,,,,,,,,,,,,,,,,,"9,905",22.6,,AS32,Ambulance Stations
Station #33,Ambulance stations and associated offices and facilities,760 Dovercourt Rd,Toronto,M6H 2X2,3132,Square feet,168,0,30966.83221,kWh,6387.911766,Cubic meter,,,,,,,,,,,,,,,,,,,"13,436",31.4,,AS33,Ambulance Stations
Station #34,Ambulance stations and associated offices and facilities,674 Markham St,Toronto,M6G 2L9,13939,Square feet,168,0,51469.46305,kWh,35723.4555,Cubic meter,,,,,,,,,,,,,,,,,,,"69,782",30.7,,AS34,Ambulance Stations
Station #37,Ambulance stations and associated offices and facilities,1288 Queen St.W.,Toronto,M6K 1L4,4413,Square feet,168,0,47176.69669,kWh,6273.945378,Cubic meter,,,,,,,,,,,,,,,,,,,"13,934",25.7,,AS37,Ambulance Stations
Station #38,Ambulance stations and associated offices and facilities,259 Horner Ave.,Toronto,M8Z 4Y3,5102,Square feet,168,0,86900.28533,kWh,17006.50446,Cubic meter,,,,,,,,,,,,,,,,,,,"35,966",52.2,,AS38,Ambulance Stations
Station #39,Ambulance stations and associated offices and facilities,155 The East Mall,Toronto,M8Z 5Y5,1927,Square feet,168,0,39034.20449,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,718",20.3,,AS39,Ambulance Stations
Station #40,Ambulance stations and associated offices and facilities,58 Richmond St.E.,Toronto,M5C 1N7,12798,Square feet,168,0,163938.2138,kWh,16545.47059,Cubic meter,,,,,,,,,,,,,,,,,,,"38,484",26.5,,AS40,Ambulance Stations
Station #41,Ambulance stations and associated offices and facilities,1300 Pape Ave.,Toronto,M4K 3X1,1841,Square feet,168,0,87294.68369,kWh,20435.35294,Cubic meter,,,,,,,,,,,,,,,,,,,"42,464",164.6,,AS41,Ambulance Stations
Station #42,Ambulance stations and associated offices and facilities,1535 Kingston Rd.,Toronto,M1N 1R5,6997,Square feet,168,0,148074.7745,kWh,18058.63649,Cubic meter,,,,,,,,,,,,,,,,,,,"40,646",48.4,,AS42,Ambulance Stations
Station #45,Ambulance stations and associated offices and facilities,135 Davenport Rd.,Toronto,M5R 1J1,11496,Square feet,168,0,68154.77757,kWh,17081.15749,Cubic meter,,,,,,,,,,,,,,,,,,,"35,282",21.6,,AS45,Ambulance Stations
Station #46,Ambulance stations and associated offices and facilities,105 Cedarvale Ave.,Toronto,M4C 4J9,1572,Square feet,168,0,19383.57913,kWh,8145.917861,Cubic meter,,,,,,,,,,,,,,,,,,,"16,249",67.0,,AS46,Ambulance Stations
Station #47,Ambulance stations and associated offices and facilities,3600 St. Clair Ave. E.,Toronto,M1K 1M2,1787,Square feet,168,0,38053.41548,kWh,3056.522352,Cubic meter,,,,,,,,,,,,,,,,,,,"7,451",39.4,,AS47,Ambulance Stations
Station #52,Ambulance stations and associated offices and facilities,64 Murray Rd,Toronto,M3K 1T2,38760,Square feet,168,0,733894.09,kWh,86549.58059,Cubic meter,,,,,,,,,,,,,,,,,,,"195,870",42.5,,AS52,Ambulance Stations
Station #54,Ambulance stations and associated offices and facilities,4135 Bathurst St.,Toronto,M3H 3P5,1324,Square feet,168,0,56768.84301,kWh,18500.51933,Cubic meter,,,,,,,,,,,,,,,,,,,"37,464",190.4,,AS54,Ambulance Stations
Adelaide Street Office,Social housing,67 Adelaide St. E.,Toronto,M5C 1K6,15888,Square feet,168,0,216654.1089,kWh,36695.20161,Cubic meter,,,,,,,,,,,,,,,,,,,"78,887",38.0,,ASO,Shelters & Housing
Alness Service Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",21 Alness St.,Toronto,M3J 3H3,25715,Square feet,70,0,172916.1939,kWh,44015.008,Cubic meter,,,,,,,,,,,,,,,,,,,"90,797",24.8,,ASY,Storage Facilities
Advance Traffic Management,Other,0 Various Locations,Toronto,M5V 3C6,0,Square feet,168,0,1073786.735,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"47,247",,,ATMS,Traffic Signals
Avonshire Park,Other,125 Harrison Garden Blvd,Toronto,M2H 2E5,0,Square feet,100,0,6004.02793,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,264,,,AVONPK,Outdoor Recreational Facilities
Avonshire Parkette,Other,1A Oakburn Ave,North York,M2N 7C3,0,Square feet,100,0,551.573741,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,24,,,AVONPKET,Outdoor Recreational Facilities
Amos Waites Park,Other,2445 Lake Shore Blvd W,Toronto,M8V 1C5,1356,Square feet,100,0,51952.78127,kWh,6668.999999,Cubic meter,,,,,,,,,,,,,,,,,,,"14,890",90.2,,AWP,Outdoor Recreational Facilities
Alexander Muir Park Gardens,Other,2877 Yonge St,Toronto,M4N 3N8,0,Square feet,100,0,33558.96979,kWh,730.039706,Cubic meter,,,,,,,,,,,,,,,,,,,"2,856",,,AXMP,Outdoor Recreational Facilities
Alexandra Park,Other,275 Bathurst St,Toronto,M5T 2S4,22873,Square feet,100,0,0,kWh,31318.21033,Cubic meter,,,,,,,,,,,,,,,,,,,"79,025",34.2,,AXP,Outdoor Recreational Facilities
Bendale Acres,Long-term care,2920 Lawrence Ave.E.,Toronto,M1P 2T8,210327,Square feet,168,0,3699772.3,kWh,622190.7375,Cubic meter,,,,,,,,,,,,,,,,,,,"1,338,730",48.8,,BA,Long Term Care Homes
Banbury C.C.,Community centres,120 Banbury Rd,Toronto,M3B 2L3,9537,Square feet,100,0,111525.2954,kWh,12921.80521,Cubic meter,,,,,,,,,,,,,,,,,,,"29,329",26.0,,BANBC,Community Centres
Baycrest Arena,Indoor sports arenas,160 Neptune Dr,Toronto,M6A 1X4,27060,Square feet,100,0,498890.2412,kWh,74266.082,Cubic meter,,,,,,,,,,,,,,,,,,,"162,314",47.4,,BAYCA,Indoor Sports Arena
Bayview Arena,Indoor sports arenas,3230 Bayview Ave,Toronto,M2M 3R7,28417,Square feet,100,0,385918.2731,kWh,45029.48133,Cubic meter,,,,,,,,,,,,,,,,,,,"102,086",30.3,,BAYVA,Indoor Sports Arena
BAYVIEW RESERVOIR CARD,Other,8127 Bayview Ave,Thornhill,L3T 4N4,0,Square feet,168,0,37281.21102,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,640",,,BAYVIEWR,Water Pumping Facilities
Brookbanks,Public libraries,210 Brookbanks Dr,Toronto,M3A 1Z5,7933,Square feet,70,0,102857.8175,kWh,24540.13989,Cubic meter,,,,,,,,,,,,,,,,,,,"50,907",45.6,,BB,Public Libraries
Cassandra Park,Other,240 Cassandra Blvd,Toronto,M3A 1V3,861,Square feet,100,0,196472.36,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"8,645",228.2,,BBKP,Outdoor Recreational Facilities
Black Creek,Public libraries,1700 Wilson Ave,Toronto,M3L 1B2,7093,Square feet,70,0,54017.79447,kWh,3060.11437,Cubic meter,,,,,,,,,,,,,,,,,,,"8,160",12.2,,BC,Public Libraries
Bellevue Childcare Centre,Other,95 Bellevue Ave,Toronto,M5T 1P1,6706,Square feet,100,0,54216.17747,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,386",8.1,,BCC,Child Care Facilities
Beecroft Parking Lot,Parking garages,95 Beecroft Rd,Toronto,M2N 6N6,120297,Square feet,168,0,644735.7508,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"28,368",5.4,,BCPL,Parking Lots and Garages
Beaches,Public libraries,2161 Queen St. E.,Toronto,M4L 1J1,7804,Square feet,70,0,143824.1167,kWh,13487.13667,Cubic meter,,,,,,,,,,,,,,,,,,,"31,819",36.7,,BE,Public Libraries
Beaches R.C,Indoor recreational facilities,6 Williamson Rd,Toronto,M4E 1K5,14445,Square feet,100,0,181474.3121,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"7,985",12.6,,BEACC,Indoor Recreational Facilities
Beaty Parkette,Other,1575 King St W,Toronto,M6K 1J7,0,Square feet,100,0,6362.50748,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,280,,,BEAT,Outdoor Recreational Facilities
Beaumonde Heights Park,Other,61 Honbury Rd,Toronto,M9V 1W5,0,Square feet,100,0,801.021065,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,35,,,BEAU,Outdoor Recreational Facilities
Bellbury A.I.R,Other,65 Van Horne Ave,Toronto,M2J 2S8,2303,Square feet,100,0,31713.63556,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,395",13.8,,BELLR,Outdoor Recreational Facilities
Bendale,Public libraries,1515 Danforth Rd,Toronto,M1J 1H5,8503,Square feet,70,0,102890.7098,kWh,10336.28067,Cubic meter,,,,,,,,,,,,,,,,,,,"24,063",24.9,,BEN,Public Libraries
Ben Nobleman,Other,1075 Eglinton Ave W,Toronto,M6C 2E1,0,Square feet,100,0,4799.852613,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,211,,,BENN,Outdoor Recreational Facilities
Old Eglinton Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",25 Old Eglinton Ave,Toronto,M4A 0A2,66155,Square feet,70,0,526445.2208,kWh,93592.19475,Cubic meter,,,,,,,,,,,,,,,,,,,"200,053",22.9,,BERMY,Storage Facilities
Berner Trail C.C,Community centres,120 Berner Trail,Toronto,M1B 1B3,10204,Square feet,100,0,110668.6152,kWh,23077,Cubic meter,,,,,,,,,,,,,,,,,,,"48,485",34.7,,BERNC,Community Centres
Bering Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",320 Bering Ave,Toronto,M8Z 3A3,53798,Square feet,70,0,411452.5464,kWh,119993.5779,Cubic meter,,,,,,,,,,,,,,,,,,,"244,892",31.2,,BERY,Storage Facilities
Barbara Frum,Public libraries,20 Covington Rd,Toronto,M6A 3C1,44319,Square feet,70,0,882505.1039,kWh,48756.92614,Cubic meter,,,,,,,,,,,,,,,,,,,"130,981",31.5,,BF,Public Libraries
Brule Gardens Sewage Pumping Station,Facilities related to the pumping of sewage,0 Brule Gd,Toronto,M6S 4J4,151,Square feet,168,44.22133975,10452.85826,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,460,69.2,236.4,BGPS,Sewage Pumping Facilities
Burrows Hall Community Complex,Community centres,1081 Progress Ave,Toronto,M1B 5Z6,43185,Square feet,100,0,903328.6166,kWh,75616,Cubic meter,,,,,,,,,,,,,,,,,,,"182,661",39.4,,BHCC,Community Centres
Birchmount C.C,Community centres,93 Birchmount Rd,Toronto,M1N 3J7,46166,Square feet,100,0,1431034.97,kWh,234321.728,Cubic meter,,,,,,,,,,,,,,,,,,,"505,834",84.6,,BIRCC,Community Centres
Birkdale C.C,Community centres,1299 Ellesmere Rd,Toronto,M1P 2Y2,11733,Square feet,100,0,233513.3223,kWh,10079.06353,Cubic meter,,,,,,,,,,,,,,,,,,,"29,324",29.0,,BIRKC,Community Centres
Bloor Gladstone,Public libraries,1101 Bloor St. W.,Toronto,M6H 1M6,20627,Square feet,70,0,397007.84,kWh,47568.51214,Cubic meter,,,,,,,,,,,,,,,,,,,"107,373",43.6,,BL,Public Libraries
Blantyre Pool,Other,180 Fallingbrook Rd,Toronto,M1N 2T6,1819,Square feet,100,0,41354.21226,kWh,10540,Cubic meter,,,,,,,,,,,,,,,,,,,"21,740",83.9,,BLAN,Outdoor Recreational Facilities
Bluffers Park,Other,Bluffers Park,Toronto,M1M 3W3,5253,Square feet,100,0,3044261.68,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"133,948",579.5,,BLUFF,Outdoor Recreational Facilities
BlueGold Variation,Street lighting,2 Windermere Ave,Toronto,M6S 3J1,0,Square feet,100,0,3281.51376,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,144,,,BLUGLD,Streetlighting
Belmar Park,Other,70 Montclava Rd.,Toronto,M3M 1N5,0,Square feet,100,0,53.955201,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,2,,,BMP,Outdoor Recreational Facilities
Birchmount Residence,Social housing,1673 Kingston Rd,Toronto,M1N 1S6,5199,Square feet,168,0,258372.5604,kWh,41579.19567,Cubic meter,,,,,,,,,,,,,,,,,,,"89,953",134.1,,BMR,Shelters & Housing
Birchmount Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",101 Ridgetop Rd,Toronto,M1P 4W9,15317,Square feet,70,0,93547.94275,kWh,27071.78399,Cubic meter,,,,,,,,,,,,,,,,,,,"55,282",24.8,,BMTP,Storage Facilities
Birchmount Stadium,Other,85 Birchmount Rd,Toronto,M1N 3J7,0,Square feet,100,0,85061.33522,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,743",,,BMTS,Outdoor Recreational Facilities
Bennington Heights Clubhouse,Indoor recreational facilities,457 Heath Ave,Toronto,M4G 1B8,1432,Square feet,100,0,7841.710805,kWh,2383.844611,Cubic meter,,,,,,,,,,,,,,,,,,,"4,851",23.0,,BNHC,Indoor Recreational Facilities
Bond Park Baseball,Other,70 Bond Ave,Toronto,M5B 1X8,1625,Square feet,100,0,577484.6928,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"25,409",355.4,,BONP,Outdoor Recreational Facilities
Beaches Park Wading Pool,Other,0 Coxwell Av Pool,Toronto,M4L 3A7,0,Square feet,100,0,2.1,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,0,,,BPP,Outdoor Recreational Facilities
Bayview Pumping Station,Facilities related to the pumping of water,8127 Bayview Ave,Toronto,L3T 5V3,0,Square feet,168,11853.755,27561.98333,kWh,536,Cubic meter,,,,,,,,,,,,,,,,,,,"2,226",,2.8,BPS,Water Pumping Facilities
Baird Park W.Pool,Other,275 Keele St,Toronto,M6P 2K4,1970,Square feet,100,0,19851.16469,kWh,5484.745098,Cubic meter,,,,,,,,,,,,,,,,,,,"11,240",39.5,,BPWP,Outdoor Recreational Facilities
Brentwood,Public libraries,36 Brentwood Rd N,Toronto,M8X 2B5,13616,Square feet,70,0,263476.79,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"11,593",19.4,,BR,Public Libraries
Kbs-Post S East  Parking Lot,Parking garages,174 Beecroft Rd,Toronto,M2N 1W7,0,Square feet,168,0,39541.74547,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,740",,,BR174,Parking Lots and Garages
Beresford Park,Other,401 Beresford Av,Toronto,M6S 3B5,183,Square feet,100,0,14500.22446,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,638,79.2,,BRFP,Outdoor Recreational Facilities
Bridlewood Park,Other,445 Huntingwood Dr,Toronto,M1W 1H6,2433,Square feet,100,0,28205.69118,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,241",11.6,,BRID,Outdoor Recreational Facilities
Beare Road Landfill,Other,8132 Finch Ave E,Scarborough,M1B 5W3,5942,Square feet,70,0,74401.33227,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,274",12.5,,BRL,Landfill Operations
Brimley Parks Yard,"Storage facilities where equipment or vehicles are maintained, repaired or stored",451 Brimley Rd,Toronto,M1J 1A2,2809,Square feet,70,0,28477.81186,kWh,5760.528236,Cubic meter,,,,,,,,,,,,,,,,,,,"12,140",31.8,,BRLY,Storage Facilities
Broadlands R.C & A.I.R,Indoor recreational facilities,19 Castlegrove Blvd,Toronto,M3A 1K9,10667,Square feet,100,0,371112.8721,kWh,28870.01198,Cubic meter,,,,,,,,,,,,,,,,,,,"70,893",63.4,,BROAC,Indoor Recreational Facilities
