Press TAB to move to input areas. Press UP or DOWN ARROW in column A to read through the document.,Energy Consumption and Greenhouse Gas Emissions Reporting - for 2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Confirm consecutive 12-mth period (mth-yr to mth-yr),Jan/2015 - Dec/2015,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sector,Municipality,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Agency Sub-sector,Municipal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Organization Name,City of Toronto,"Please fill in the mandatory fields indicated in red, in addition to submitting data on your energy usage.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Operation Name,Operation Type,Address,City,Postal Code,Total Floor Area,Unit,Avg hrs/wk,Annual Flow (Mega Litres),Energy Type and Amount Purchased and Consumed in Natural Units,,,,,,,,,,,,,,,,,,,,,,Total (calculated in webform),,,,
,,,,,,,,,Electricity,,Natural Gas,,Fuel Oil 1 & 2,,Fuel Oil 4 & 6,,Propane,,Coal,,Wood,,District Heating,,,,District Cooling,,,,"GHG Emissions
(Kg)","Energy Intensity
(ekWh/sqft)","Energy Intensity
(ekWh/Mega Litre)",Building / Operation Identifier,Comments
,,,,,,,,,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",Quantity,Unit,Renewable?,"If Yes, enter Emission Factor",,,,,
Rean Park,Other,1A Rean Dr,Toronto,M2K 3C1,0,Square feet,100,0,3846.949424,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,169,,,1AREAN,Outdoor Recreational Facilities
Jeff Healey Park,Other,1 Delroy Dr,Toronto,M8Y 1M7,0,Square feet,100,0,3775.348071,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,166,,,1DELRO,Outdoor Recreational Facilities
Ellis Ave Sewage Pumping Station,Facilities related to the pumping of sewage,1 Ellis Ave,Toronto,M9N 1G2,0,Square feet,168,209.908288,23485.46658,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,033",,111.9,1ELLIS,Sewage Pumping Facilities
1 Garrison Road,Parking garages,1 Garrison Road,Toronto,M5V 1A9,0,Square feet,168,0,8651.50879,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,381,,,1GARRD,Parking Lots and Garages
1 Norton Ave,Parking garages,1 Norton Ave,Toronto,M6E 1E1,16996,Square feet,168,0,12155.03382,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,535,0.7,,1NORTO,Parking Lots and Garages
Erwin Krickhan Park,Other,121 Rankin Cresecent,Toronto,M4R 1E6,0,Square feet,100,0,4920.42569,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,216,,,1RANKI,Outdoor Recreational Facilities
1 Simcoe St,Street lighting,1 Simcoe St,Toronto,M5J 2N1,0,Square feet,100,0,774306.7322,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"34,069",,,1SIMCOE,Streetlighting
2000 Lake Shore,Street lighting,2000 Lake Shore Blvd W,Toronto,M6S 5B7,0,Square feet,100,0,6620.863274,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,291,,,2000LA,Streetlighting
200 Mount Olive Dr,Other,200 Mount Olive Dr,Toronto,M9V 3Z5,0,Square feet,100,0,11627.23953,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,512,,,200MOU,Outdoor Recreational Facilities
201 CLAREMONT ST,Parking garages,201 CLAREMONT ST,Toronto,M6J 2N2,0,Square feet,100,0,8775.702826,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,386,,,201CLAR,Parking Lots and Garages
#11 Police Division - NEW,Police stations and associated offices and facilities,2054 Davenport Rd,Toronto,M6N 1C8,62000,Square feet,168,0,1151401.84,kWh,35158.15588,Cubic meter,,,,,,,,,,,,,,,,,,,"117,111",24.6,,2054DA,Police Stations
Long Branch Park,Other,205 Lake Promenade,Toronto,M8W 1A6,0,Square feet,100,0,285.077766,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,13,,,205LAK,Outdoor Recreational Facilities
20 Augusta Ave,Parking garages,20 Augusta Ave,Toronto,M5E 1Z3,0,Square feet,168,0,22933.01807,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,009",,,20AUGA,Parking Lots and Garages
20 Castle Knock Rd,Parking garages,20 Castle Knock Rd,Toronto,M5N 1A5,0,Square feet,168,0,12279.88715,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,540,,,20CAST,Parking Lots and Garages
20 Charles St E,Parking garages,20 Charles St E,Toronto,M4Y 1T1,0,Square feet,168,0,945564.02,kWh,20102.03189,Cubic meter,,,,,,,,,,,,,,,,,,,"79,598",,,20CHAR,Parking Lots and Garages
20 Saint Andrews St,Parking garages,20 Saint Andrews St,Toronto,M5T 1K6,0,Square feet,168,0,1271583.39,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"55,950",,,20SAIN,Parking Lots and Garages
210 Leslie St,Other,210 Leslie St,Toronto,M1N 3Z5,0,Square feet,168,0,921.375062,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,41,,,210LES,Water Misc Service
Jean Augustine Park,Other,2113 Lake Shore Blvd W,Toronto,M8V 4E8,0,Square feet,100,0,5215.601324,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,229,,,2113LA,Outdoor Recreational Facilities
Cedarvale Park,Other,211 Ava Rd,Toronto,M6C 3M4,0,Square feet,100,0,858.066036,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,38,,,211AVA,Outdoor Recreational Facilities
21 Bedford Park Ave,Parking garages,21 Bedford Park Ave,Toronto,M5M 1J2,0,Square feet,168,0,5193.969858,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,229,,,21BEDF,Parking Lots and Garages
Midland Sewage Pumping Station,Facilities related to the pumping of sewage,21 Midland Ave,Toronto,M1N 3Z5,0,Square feet,168,515.1015804,93491.96371,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,114",,181.5,21MIDL,Sewage Pumping Facilities
Rexdale Community Hub,"Administrative offices and related facilities, including municipal council chambers",21 Panorama Crt,Toronto,M9V 4E3,96369,Square feet,70,0,1155770.94,kWh,95948.89037,Cubic meter,,,,,,,,,,,,,,,,,,,"232,197",22.5,,21PAN,Administrative Offices
#21 Police Division,Police stations and associated offices and facilities,791 Islington Ave,Toronto,M8Z 4C9,7492,Square feet,168,0,170788.2645,kWh,18792.92824,Cubic meter,,,,,,,,,,,,,,,,,,,"43,033",49.3,,21PD,Police Stations
Humber Bay Park West Trail,Other,2283 Lake Shore Blvd W,Toronto,M8V 1J1,0,Square feet,100,0,46123.05964,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,029",,,2283LA,Outdoor Recreational Facilities
22 Glendonwynne Rd,Parking garages,22 Glendonwynne Rd,Toronto,M6P 3E5,0,Square feet,168,0,10072.27678,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,443,,,22GLEN,Parking Lots and Garages
#22 Police Division,Police stations and associated offices and facilities,3699 Bloor St.W.,Toronto,M9A 1A2,32270,Square feet,168,0,486072.7106,kWh,80036.92118,Cubic meter,,,,,,,,,,,,,,,,,,,"172,657",41.2,,22PD,Police Stations
230 Medland St,Parking garages,230 Medland St,Toronto,M6P 1P2,0,Square feet,168,0,7772.3276,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,342,,,230MED,Parking Lots and Garages
Edenbridge Centre,Cultural facilities,235A Edenbridge Dr,Toronto,M9A 3G9,5013,Square feet,100,0,10995.27271,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,484,2.2,,235AED,Cultural Facilities
235 DANFORTH,Other,235 DANFORTH,Toronto,M1L 3X2,0,Square feet,100,0,64053.04229,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,818",,,235DANFORTH,Leasing
23 Chester Ave,Parking garages,23 Chester Ave,Toronto,M4K 2Z9,0,Square feet,168,0,3833.159087,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,169,,,23CHES,Parking Lots and Garages
#23 Police Division New,Police stations and associated offices and facilities,5230 Finch Ave W.,Toronto,M9V 0A1,57264,Square feet,168,0,890050.76,kWh,62501.78355,Cubic meter,,,,,,,,,,,,,,,,,,,"157,291",27.1,,23PDN,Police Stations
23 Peele Ave,Street lighting,23 Peel Ave,Toronto,M6J 1M3,0,Square feet,100,0,548069.8855,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"24,115",,,23PEEL,Streetlighting
2454 Bloor St W,Parking garages,2454 Bloor St W,Toronto,M6S 1R1,0,Square feet,168,0,454.572514,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,20,,,2454BL,Parking Lots and Garages
Main Square Comm Ctr,Community centres,245 Main St,Toronto,M4C 5T3,35123,Square feet,100,0,550685.359,kWh,102312.0476,Cubic meter,,,,,,,,,,,,,,,,,,,"217,600",46.4,,245MAI,Community Centres
Island Rd Sewage Pumping Station,Facilities related to the pumping of sewage,246 Island Rd,Toronto,M1C 2R2,0,Square feet,168,35.5043553,19106.09955,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,841,,538.1,246ISL,Sewage Pumping Facilities
Connorvale Park,Other,250 Valermo Dr,Toronto,M8W 2K8,0,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,572",,,250VAL,Outdoor Recreational Facilities
253 Macpherson Ave,Parking garages,253 Macpherson Ave,Toronto,M4V 1B9,0,Square feet,168,0,3684.562059,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,162,,,253MAC,Parking Lots and Garages
Albion Gardens,Other,25 Deanlea Crt,Toronto,M9V 2R5,0,Square feet,100,0,4403.221412,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,194,,,25DEAN,Outdoor Recreational Facilities
Mimico Memorial Park,Other,25 George St,Toronto,M8V 2S1,0,Square feet,100,0,7939.492226,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,349,,,25GEOR,Outdoor Recreational Facilities
25 Glenforest Rd,Parking garages,25 Glenforest Rd,Toronto,M4N 2L6,0,Square feet,168,0,5448.949094,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,240,,,25GLEN,Parking Lots and Garages
Edenbridge Sewage Blower,Other,261 Edenbridge Dr,Toronto,M9A 4S4,0,Square feet,168,0,11632.60827,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,512,,,261EDE,Sewage Pumping Facilities
265 Armadale Ave,Parking garages,265 Armadale Ave,Toronto,M6S 4T2,0,Square feet,168,0,17409.21798,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,766,,,265ARM,Parking Lots and Garages
265 Durie St,Parking garages,265 Durie St,Toronto,M6S 1N9,0,Square feet,168,0,8213.983859,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,361,,,265DUR,Parking Lots and Garages
266 Besborough,Other,266 Besborough Dr,Toronto,M4G 2E3,0,Square feet,100,0,51.9168,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,2,,,266BES,Outdoor Recreational Facilities
268 Rhodes Ave,Parking garages,268 Rhodes Ave,Toronto,M4L 2A3,0,Square feet,168,0,4057.644364,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,179,,,268RHO,Parking Lots and Garages
2696 Eglinton Ave W,Parking garages,2696 Eglinton Ave W,Toronto,M6M 1T9,14790,Square feet,168,0,22105.33672,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,973,1.5,,2696EGL,Parking Lots and Garages
26 Alvin Ave,Parking garages,26 Alvin Ave,Toronto,M4T 1S2,0,Square feet,168,0,30387.82211,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,337",,,26ALVI,Parking Lots and Garages
279 Wilson Heights Blvd,Other,279 Wilson Heights Blvd,Toronto,M3H 2V3,0,Square feet,168,0,573.30561,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,25,,,279WIL,Water Misc Service
Lora Hill Park,Other,27 Fernalroy Blvd,Toronto,M8Z 3W1,0,Square feet,100,0,2531.255311,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,111,,,27FERN,Outdoor Recreational Facilities
Botanyhill Park,Other,281 Orton Park Rd,Toronto,M1G 3H4,0,Square feet,100,0,0,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,283,,,281ORT,Outdoor Recreational Facilities
North Humber Park Lighting,Other,2901 Kipling Ave,Toronto,M9V 5E5,0,Square feet,100,0,110.334282,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,5,,,2901KI,Outdoor Recreational Facilities
Greenfield - Longmore Lands,Other,291 Greenfield  Ave,Toronto,M2N 3E4,0,Square feet,168,0,4004.367927,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,176,,,291GRE,Outdoor Recreational Facilities
291 Mill Rd,Other,291 Mill Rd,Toronto,M9C 1Y5,0,Square feet,100,0,298.9528,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,13,,,291MIL,Outdoor Recreational Facilities
295 Unwin Ave,Other,295 Unwin Ave,Toronto,M5A 1A3,0,Square feet,100,0,21226.36516,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,934,,,295UNWIN,Outdoor Recreational Facilities
Cliffcrest Employment Services,"Administrative offices and related facilities, including municipal council chambers",2989 Kingston Rd,Toronto,M1M 1P1,8530,Square feet,70,0,104671.7873,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"4,606",12.3,,2989KINGSTON2,Administrative Offices
29 Erindale Ave,Parking garages,29 Erindale Ave,Toronto,M4K 2T7,0,Square feet,168,0,11529.8605,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,507,,,29ERIN,Parking Lots and Garages
29 Old Mill Terr,Other,29 Old Mill Terr,Toronto,M8X 1A1,0,Square feet,168,0,53864.13174,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,370",,,29OLD,Water Misc Service
Charlotte Maher Park,Other,2A Mcbain Ave,Toronto,M4P 2S5,0,Square feet,100,0,128.302259,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6,,,2AMCBA,Outdoor Recreational Facilities
2 Church St,Parking garages,2 Church St,Toronto,M5E 1Y8,125023,Square feet,168,0,2329175.47,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"102,484",18.6,,2CHURC,Parking Lots and Garages
Avondale Park,Other,2 Everson,Toronto,M2N 7C3,0,Square feet,100,0,3434.042367,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,151,,,2EVER,Outdoor Recreational Facilities
Sir Adam Beck Park,Other,2 Orianna Dr,Toronto,M8W 4Y1,0,Square feet,100,0,944.619972,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,42,,,2ORIAN,Outdoor Recreational Facilities
3001 McCowan Rd,Other,3001 McCowan Rd,Toronto,M1V 1B2,0,Square feet,100,0,210.472456,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,9,,,3001MCCOW,Outdoor Recreational Facilities
3045 Brimley Rd,Other,3045 Brimley Rd,Toronto,M1V 1E1,0,Square feet,100,0,225.949749,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,10,,,3045BRIM,Outdoor Recreational Facilities
3079 Kennedy Rd,Other,3079 Kennedy Rd,Toronto,M1V 1S3,0,Square feet,100,0,128.155146,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6,,,3079KEN,Outdoor Recreational Facilities
3084 Weston Rd,Other,3084 Weston Rd,Toronto,M9M 3A1,0,Square feet,100,0,42889.02431,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,887",,,3084WEST,Outdoor Recreational Facilities
Rivercrest Rink,Other,30 Harefield Dr,Toronto,M9W 4C9,495,Square feet,100,0,136203.1999,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"5,993",275.2,,30HARE,Outdoor Recreational Facilities
Carmine Stefano Community Ctr,Community centres,3100 Weston Rd,Toronto,M9M 2S7,57867,Square feet,100,0,230114.6938,kWh,109871.7889,Cubic meter,,,,,,,,,,,,,,,,,,,"217,783",24.0,,3100WE,Community Centres
31 Langford Ave,Parking garages,31 Langford Ave,Toronto,M4J 1L6,0,Square feet,168,0,1779.676352,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,78,,,31LANG,Parking Lots and Garages
Martin Grove Gardens Park,Other,31 Lavington Dr,Toronto,M9R 2H9,0,Square feet,100,0,1955.120244,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,86,,,31LAVI,Outdoor Recreational Facilities
#31 Police Division,Police stations and associated offices and facilities,40 Norfinch Dr,Toronto,M3N 1W8,35489,Square feet,168,0,635430.4853,kWh,49952.7355,Cubic meter,,,,,,,,,,,,,,,,,,,"122,370",32.8,,31PD,Police Stations
31 Yorkville Ave,Parking garages,31 Yorkville Ave,Toronto,M4W 3Y8,0,Square feet,168,0,2087983.54,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"91,871",,,31YORK,Parking Lots and Garages
Kingston Rd Sewage Pumping Station,Facilities related to the pumping of sewage,3241 Kingston Rd,Toronto,M1M 1P7,0,Square feet,168,82.53872229,137838.2643,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"6,065",,"1,670.0",3241KI,Sewage Pumping Facilities
Hillsdale Ave Parkette,Other,32 Hillsdale Ave E,Toronto,M4S 2A8,0,Square feet,100,0,741.768012,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,33,,,32HILLSDALEAVEE,Outdoor Recreational Facilities
#32 Police Division,Police stations and associated offices and facilities,30 Ellerslie Ave,Toronto,M2N 1X8,47652,Square feet,168,0,0,kWh,69638.42265,Cubic meter,,,,,,,,,,,,,,,,,,,"163,051",30.4,,32PD,Police Stations
330 University Ave Fountain,Other,330 University Ave,Toronto,M5G 1R8,0,Square feet,100,0,81968.71098,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"3,607",,,330UNIV,Outdoor Recreational Facilities
Trumpeter Park,Other,33A Panda Sq,Toronto,M1B 6G5,0,Square feet,100,0,1153.386071,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,51,,,33APANDA,Outdoor Recreational Facilities
33A Riverwood Pky,Other,33A Riverwood Pky,Toronto,M8Y 4E3,0,Square feet,168,0,5929.187913,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,261,,,33ARIV,Water Misc Service
#33 Police Division,Police stations and associated offices and facilities,50 Upjohn Rd,Toronto,M3B 2W1,27889,Square feet,168,0,418202.4195,kWh,43101.1515,Cubic meter,,,,,,,,,,,,,,,,,,,"99,862",31.3,,33PD,Police Stations
33 Queen St E,Parking garages,33 Queen St E,Toronto,M5C 3G5,173030,Square feet,168,0,533015.2124,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"23,453",3.1,,33QUEE,Parking Lots and Garages
342 Prince Edward Dr,Parking garages,342 Prince Edward Dr N,Toronto,M8X 1B2,0,Square feet,168,0,10251.45645,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,451,,,342PED,Parking Lots and Garages
Bloor Islington Storm Pumping Station,Other,3429 Bloor St W,Etobicoke,M8X 1G4,355,Square feet,168,21.21479794,25030.64647,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,101",70.5,"1,179.9",3441BL,Storm Pumping Facilities
349 Keele St,Parking garages,349 Keele St,Toronto,M6P 2K4,0,Square feet,168,0,4767.494459,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,210,,,349KEE,Parking Lots and Garages
34 Park  Home Ave - Lighting,Other,34 Park  Home Ave - Lighting,North York,M2N 6L3,0,Square feet,100,0,2255.680454,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,99,,,34PARKHLT,Outdoor Recreational Facilities
Oakdale Community Center,Community centres,350 Grandravine Dr,Toronto,M3N 1J4,10000,Square feet,100,0,194455.8957,kWh,22588.22971,Cubic meter,,,,,,,,,,,,,,,,,,,"51,248",43.3,,350GRA,Community Centres
West Deane Park,Other,350 Martin Grove Rd,Toronto,M9B 4L9,0,Square feet,100,0,23038.72052,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,014",,,350MAR,Outdoor Recreational Facilities
351 Lippincott St,Parking garages,351 Lippincott St,Toronto,M5S 1Y5,0,Square feet,168,0,18188.79072,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,800,,,351LIP,Parking Lots and Garages
35 Bellevue Ave,Parking garages,35 Bellevue Ave,Toronto,M5T 2N4,0,Square feet,168,0,24671.48088,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,086",,,35BELL,Parking Lots and Garages
3601 Eglinton Ave W,Other,3601 Eglinton Ave W,Toronto,M6M 1V7,0,Square feet,100,0,31606.61297,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,391",,,3601EG,Outdoor Recreational Facilities
Campbell House,Cultural facilities,3620 Kingston Rd,Toronto,M1M 1R9,3595,Square feet,100,0,21351.50367,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,939,5.9,,3620KINGSTONRD,Cultural Facilities
Bathurst-Wilson Parkette,Other,3749 Bathurst St,Toronto,M3H,0,Square feet,100,0,346.507635,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,15,,,3749BATHURSTST,Outdoor Recreational Facilities
376 Clinton St,Parking garages,376 Clinton St,Toronto,M6G 1P9,0,Square feet,168,0,1868.982703,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,82,,,376CLI,Parking Lots and Garages
37 Queen St E,Parking garages,37 Queen St E,Toronto,M5C 3G5,0,Square feet,168,0,1446623.313,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"63,651",,,37QUEE,Parking Lots and Garages
Stan Wadlow Park,Other,383 Cedarvale Ave,Toronto,M4C 4K7,9982,Square feet,100,0,1219.021576,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,54,0.1,,383CED,Outdoor Recreational Facilities
3885 Yonge St Lot,Parking garages,3885 Yonge St,Toronto,M4N 2P2,0,Square feet,168,0,40793.97101,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"1,795",,,3885YSL,Parking Lots and Garages
Power House C.C.,Community centres,65 Colonel Samuel Smith,Toronto,M8V 4B6,5737,Square feet,100,0,336549.5422,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"14,808",58.7,,3KIPLI,Community Centres
St Clair Gardens - ele,Other,3 Prescott Ave,Toronto,M6N 3G6,0,Square feet,100,0,2940.697683,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,129,,,3PRESS,Outdoor Recreational Facilities
Silver Birch Ave Sewage Pumping Station,Facilities related to the pumping of sewage,3 Silver Birch Av,Toronto,M4E 3K8,0,Square feet,168,1.201150588,316.311503,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,14,,263.3,3SILVB,Sewage Pumping Facilities
400 Keele St,Parking garages,400 Keele St,Toronto,M6P 2K9,0,Square feet,168,0,5001.677318,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,220,,,400KEE,Parking Lots and Garages
402 Sewells Rd,Street lighting,402 Sewells Rd,Toronto,M1B 5H3,0,Square feet,100,0,134.017754,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,6,,,402SEW,Streetlighting
407 Fairlawn,Other,407 Fairlawn Ave,Toronto,M5M 1T7,0,Square feet,100,0,248.155514,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,11,,,407FAIR,Outdoor Recreational Facilities
Roselawn Comm Tower,Other,408 Roselawn,Toronto,M5N 1J8,0,Square feet,168,0,48131.93922,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,118",,,408ROSE,Communication Tower
Corvette Park,Other,40 Corvette Ave,Toronto,M1K 3G2,0,Square feet,100,0,28.562354,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,1,,,40CORV,Outdoor Recreational Facilities
40 Dundas St E,Other,40 Dundas St E,Toronto,M5B 1B8,0,Square feet,100,0,3404.999668,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,150,,,40DUNDAS,Outdoor Recreational Facilities
Gateway Park,Other,40 East Liberty,Toronto,M6K 0A7,0,Square feet,168,0,4890.517918,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,215,,,40EL,Outdoor Recreational Facilities
Seasons Park,Other,40 Seasons Dr,Toronto,M1X 1X4,0,Square feet,100,0,5431.374751,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,239,,,40SEASONS,Outdoor Recreational Facilities
Topham Park,Other,40 Topham Rd Unit Flood,Toronto,M4B 1Z9,0,Square feet,100,0,13281.296,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,584,,,40TOPH,Outdoor Recreational Facilities
#41 Police Division,Police stations and associated offices and facilities,2222 Eglinton Ave.E.,Toronto,M1K 2M2,51080,Square feet,168,0,692197.4897,kWh,110675.2894,Cubic meter,,,,,,,,,,,,,,,,,,,"239,633",36.4,,41PD,Police Stations
#42 Police Division,Police stations and associated offices and facilities,242 Milner Ave.,Toronto,M1B 3G4,36620,Square feet,168,0,626473.2629,kWh,47105,Cubic meter,,,,,,,,,,,,,,,,,,,"116,593",30.7,,42PD,Police Stations
#43 Police Division,Police stations and associated offices and facilities,4331 Lawrence Ave E,Toronto,M1E 2T4,55450,Square feet,168,0,861210.2597,kWh,77265.39199,Cubic meter,,,,,,,,,,,,,,,,,,,"183,925",30.2,,43PD,Police Stations
44 Richmond St E,Parking garages,44 Richmond St E,Toronto,M5C 1M1,0,Square feet,168,0,57279.91979,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,520",,,44RICH,Parking Lots and Garages
Old Orchard Park,Other,450 Deloraine Ave,Toronto,M5M 2B8,0,Square feet,100,0,2085.148751,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,92,,,450DELORAINEAVE,Outdoor Recreational Facilities
453 Spadina Rd,Parking garages,453 Spadina Rd,Toronto,M5P 2W4,0,Square feet,168,0,3599.731541,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,158,,,453SPA,Parking Lots and Garages
45 Aberdeen Ave,Parking garages,45 Aberdeen Ave,Toronto,M4X 1A1,0,Square feet,168,0,3254.964529,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,143,,,45ABER,Parking Lots and Garages
45 Dunfield Ave,Other,45 Dunfield Ave,Toronto,M4S 2H4,0,Square feet,100,0,589.118565,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,26,,,45DUNF,Outdoor Recreational Facilities
470 Windermere Ave,Parking garages,470 Windermere Ave,Toronto,M6S 3G3,0,Square feet,168,0,6991.137989,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,308,,,470WIN,Parking Lots and Garages
480 Mill Rd,Other,480 Mill Rd,Toronto,M9C 1Z2,0,Square feet,168,0,66550.92145,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,"2,928",,,480MIL,Water Misc Service
Starry Park,Other,505 Staines Rd,Toronto,M1X 2B7,0,Square feet,100,0,578.577609,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,25,,,505STAINESRD,Outdoor Recreational Facilities
5063 Yonge St Unit Underg,Other,5063 Yonge St Unit Underg,North York,M2M 3X6,0,Square feet,100,0,17.869928,kWh,0,Cubic meter,,,,,,,,,,,,,,,,,,,1,,,5063YO,Outdoor Recreational Facilities
