operation_name,operation_type,city,electricity_quantity,ghg_emissions_kg,year
Burrows Hall Community Complex,Community centres,Toronto,903328.616599,182660.699132246,2015
Birchmount C.C,Community centres,Toronto,1431034.97,505833.60459810996,2015
Birkdale C.C,Community centres,Toronto,233513.32228599998,29324.016250394,2015
Bloor Gladstone,Public libraries,Toronto,397007.84,107372.83291027,2015
Blantyre Pool,Other,Toronto,41354.212259,21740.185339395997,2015
Bluffers Park,Other,Toronto,3044261.68,133947.51392,2015
BlueGold Variation,Street lighting,Toronto,3281.51376,144.38660543999998,2015
Belmar Park,Other,Toronto,53.955200999999995,2.3740288439999997,2015
Birchmount Residence,Social housing,Toronto,258372.56041200002,89953.07247820799,2015
Birchmount Parks Yard,Storage,Toronto,93547.94274599999,55281.781223813996,2015
Birchmount Stadium,Other,Toronto,85061.335222,3742.6987497679997,2015
Bennington Heights Clubhouse,Indoor recreational facilities,Toronto,7841.710805000001,4850.50159021,2015
Bond Park Baseball,Other,Toronto,577484.692777,25409.326482188,2015
Beaches Park Wading Pool,Other,Toronto,2.1,0.0924,2015
Bayview Pumping Station,Water Pumping,Toronto,27561.983333,2225.767266652,2015
Baird Park W.Pool,Other,Toronto,19851.164688,11239.619481492,2015
Brentwood,Public libraries,Toronto,263476.79,11592.978759999998,2015
Kbs-Post S East  Parking Lot,Parking garages,Toronto,39541.745473,1739.836800812,2015
Beresford Park,Other,Toronto,14500.224461,638.0098762839999,2015
Bridlewood Park,Other,Toronto,28205.691176,1241.050411744,2015
Beare Road Landfill,Other,Scarborough,74401.332267,3273.658619748,2015
Brimley Parks Yard,Storage,Toronto,28477.811858999998,12140.422087836,2015
Broadlands R.C & A.I.R,Indoor recreational facilities,Toronto,371112.872057,70893.289018378,2015
Brookdale Park,Other,Toronto,487.06712899999997,21.430953675999998,2015
Beaty Ave Parkette,Other,Toronto,2272.3494,99.9833736,2015
Bermondsey Transfer Station,Other,Toronto,1175585.3700010001,71480.54213287399,2015
Bartonville Park,Storage,Toronto,30348.292788,24711.045751872,2015
Bus Shelters,Other,Toronto,533541.388685,23475.82110214,2015
Buttonwood Rink,Other,Toronto,174215.604587,7665.486601828,2015
Bestview Park,Other,Toronto,10325.298611,454.31313888399995,2015
Kennedy Park Sewage Pumping Station,Sewage Pumping,Toronto,18134.359517999997,797.9118187919998,2015
Jean Sibelius Square,Other,Toronto,11673.227351,513.6220034439999,2015
Brock West Landfill,Other,Pickering,176923.652533,7784.640711451999,2015
Bentworth Park Yard - Bldg 1,Storage,Toronto,21529.047046,23304.832953043995,2015
Bentworth Park Yard - Bldg 2,Storage,Toronto,42773.233970999994,28730.570286444,2015
Bayview,Public libraries,Toronto,143240.994834,6302.603772696,2015
Berczy Park,Other,Toronto,42247.423609,1858.8866387959997,2015
Caledonia Rd Serv Yard,Storage,Toronto,50776.919373000004,2234.184452412,2015
Caledonia Park Baseball,Other,Toronto,30558.601129000002,1344.578449676,2015
Canoe Landing Park,Other,Toronto,52063.188965,2290.7803144599998,2015
Carlton Park,Other,Toronto,7271.381708,319.94079515199996,2015
Car Park,Parking garages,Toronto,8658.898685,380.99154214,2015
Castlefield Yard,Storage,Toronto,346571.204319,126395.29325937599,2015
Colborne Lodge,Cultural facilities,Toronto,144613.961819,26919.040961116,2015
Cumberland St Parkette,Other,Toronto,101309.70075999999,4457.626833439999,2015
Cherry Beach Life Stn,Police Station,Toronto,18549.666654,816.185332776,2015
Campbell Ave Playground,Other,Toronto,200460.098927,8820.244352788,2015
Cliffcrest,Public libraries,Toronto,81143.363765,22857.73666945,2015
2 Civic Centre Court,Administrative Offices,Toronto,1346079.22,78203.38028941999,2015
Consolidated Communication Ctr,Administrative Offices,Toronto,8283295.47,830309.2222951499,2015
Colonel Danforth Park,Other,Toronto,7368.117346,324.197163224,2015
Cecil Community Ctr,Community centres,Toronto,83490.95847,3673.6021726799995,2015
Cedarbrae,Public libraries,Toronto,606152.37,100297.09083308998,2015
Phil White Arena,Indoor sports arenas,Toronto,881718.2557870001,78160.346707838,2015
Cedar Brook C.C,Community centres,Toronto,127412.64063,25521.43639338,2015
Cedar Ridge Creative Centre,Cultural facilities,Toronto,145580.337176,41391.414338584,2015
Centennial R.C (Ice Galaxy),Indoor recreational facilities,Toronto,2534535.76,551107.5441766699,2015
Central Equipment Yard,Storage,Toronto,1302563.94,664122.52019928,2015
Trinity Comm Rec Ctr,Indoor recreational facilities,Toronto,752223.5073980001,473300.742207592,2015
Carefree Lodge,Long-term care,Toronto,1235665.12,269338.25608286,2015
Civic Garden Centre,Cultural facilities,Toronto,409344.085411,109356.343882454,2015
City Hall,Administrative Offices,Toronto,13479940.564413,2384659.397894247,2015
Chapley C.C / Wilmington Park,Community centres,Toronto,335026.175231,53309.459390164,2015
City Hall Eternal Flame,Other,Toronto,0,7.56,2015
Chaplin Parkette,Other,Toronto,13654.708898,600.807191512,2015
City Hall Nathan Phillips Sqr,Other,Toronto,823555.8,207367.49183367932,2015
Cresthaven Park Tennis,Other,Toronto,53481.912938,2353.204169272,2015
Chelsea Avenue Playground,Other,Toronto,22.827199,1.004396756,2015
Chris Tonks Arena,Indoor sports arenas,Toronto,639789.034046,76151.371901404,2015
Public Health HQ,Administrative Offices,Toronto,1767846.382905,171605.49901385998,2015
Christie Pits,Other,Toronto,32301.893855,24329.074228269998,2015
Centre Island Buildings,Other,Toronto,359270.63157300005,15807.907789212002,2015
Centre Island Police Division,Police Station,Toronto,16943.841344,745.529019136,2015
Church Isabella Resident Coop,Social housing,Toronto,908.913339,39.992186915999994,2015
City Kids Childcare Centre,Other,Toronto,69389.779687,21936.463169257997,2015
North York Central,Public libraries,Toronto,2282545.22,409004.98257523,2015
Close Avenue Parkette,Other,Toronto,13634.068274000001,599.899004056,2015
Clarence Square,Other,Toronto,3489.360415,153.53185826,2015
Columbus Parkette,Other,Toronto,4467.819944999999,196.58407757999996,2015
Clydesdale Park Tennis,Other,Toronto,67766.578325,2981.7294462999994,2015
Craigleigh Gardens,Other,Toronto,20289.033213,892.7174613719999,2015
Cummer Lodge,Long-term care,Toronto,4712908.180949,1554200.240338486,2015
College Park,Other,Toronto,3635.73412,159.97230127999998,2015
Coleman Park,Other,Toronto,3559.580471,156.621540724,2015
Community Centre 55,Community centres,Toronto,61873.648866999996,2722.4405501479996,2015
Commander Park C.C,Community centres,Toronto,977953.35,132992.05739811,2015
Cosburn Ave Unit Haldo,Other,Toronto,48740.577553,2144.585412332,2015
Coronation Park,Other,Toronto,253507.49242199998,11154.329666567999,2015
Clanton Park Baseball,Other,Toronto,35965.608706,1584.586782854,2015
Centennial Greenhouse,Other,Toronto,288926.344289,434513.72166598594,2015
Cumber Sewage Pumping Station,Sewage Pumping,Toronto,314196.121932,13824.629365007999,2015
Centennial Pk Svc Bldg,Storage,Toronto,67917.919989,19679.935806096,2015
Carr St Parkette,Other,Toronto,2.0752,0.0913088,2015
College Shaw,Public libraries,Toronto,81405.73048299999,22483.051257421997,2015
Central Services Office,Administrative Offices,Toronto,188604.55329799998,50850.116302341994,2015
College Street Park,Other,Toronto,1817.85456,79.98560064,2015
Cassels Ave Playground,Other,Toronto,1363.428692,59.990862447999994,2015
Colonel Samuel Smith Park,Other,Toronto,54199.495022999996,65386.74448414199,2015
Commissioners St Transfer Stn,Other,Toronto,781117.34,212382.88766013997,2015
Barbara Hall Park,Other,Toronto,4544.736279000001,199.96839627600002,2015
Centennial,Public libraries,Toronto,103043.118321,20956.236170274,2015
Charlottetown Park,Other,Toronto,2732.0040000000004,120.20817600000001,2015
Cawthra Playground,Other,Toronto,148.125106,6.517504663999999,2015
Central Arena,Indoor sports arenas,Toronto,1430436.2,434559.22039714,2015
Centennial Ski Chalet,Other,Toronto,203439.77558800002,8951.350125872,2015
Centennial Ski Hill,Other,Toronto,321215.158748,14133.466984911998,2015
Cummer Arena,Indoor sports arenas,Toronto,1425768.34,352557.92692013,2015
Curran Hall C.C,Community centres,Toronto,37793.558591,9798.269266684,2015
Central Water Services,Storage,Toronto,1151106.15,99601.91531898,2015
Castleview Wychwood Towers,Long-term care,Toronto,5375163.399320001,907923.2383707099,2015
Danforth Coxwell,Public libraries,Toronto,112600.456514,23265.481051666,2015
Fire Services - East Command Offices,Storage,Toronto,154522.647428,56420.728851442,2015
David A. Balfour Park,Other,Toronto,21032.151902,7589.305513648,2015
Dee Avenue Lab,Other,Toronto,1340258.07,181691.34916767,2015
Dallington Park 32 Glentworth,Other,North York,669.1563289999999,29.442878475999994,2015
Davenport C.C,Community centres,Toronto,3200.120231,10063.162780383998,2015
Dawes Crossing,Cultural facilities,Toronto,1015.3027060000001,44.673319064,2015
David Crombie Park,Other,Toronto,3063.878387,134.810649028,2015
Danforth Childcare Centre,Other,Toronto,136267.717369,24933.375459356,2015
Detective Services Building,Police Station,Toronto,398071.270657,51239.613280598,2015
Duncan Creek,Other,Toronto,12160.898279,535.0795242759999,2015
Derrydowns Park,Other,Toronto,7445.455812,327.600055728,2015
Dundas St Parkette,Other,Toronto,2726.798476,119.97913294399999,2015
Dell Park,Other,Toronto,2777.3500189999995,122.20340083599997,2015
Dentonia Park Ave Unit F,Other,Toronto,6054.652365999999,266.40470410399996,2015
Dufferin Grove Park,Other,Toronto,351144.419997,47528.528455338,2015
De Grassi St Park,Other,Toronto,1363.3977,59.98949879999999,2015
Dieppe Park Ice Rink,Other,Toronto,572753.410788,44564.624375891995,2015
Dixon Rink,Other,Toronto,13326.86519,586.38206836,2015
Donlands Landfill,Other,Toronto,43966.01167000001,1934.5045134800002,2015
Dunlace Park Tennis,Other,Toronto,20265.233718,891.6702835919999,2015
Don Mills,Public libraries,Toronto,380806.15466799994,84804.21538368199,2015
Dufferin Maintenance Yard,Storage,Toronto,344701.25,56547.449550189995,2015
Dunn Avenue Parkette,Other,Toronto,1817.9547630000002,79.990009572,2015
Downsview,Public libraries,Toronto,271407.376986,38679.670886844,2015
Don MilIs Arena,Indoor sports arenas,Toronto,515277.76829499996,182737.43569159997,2015
Dovercourt B&G Club,Indoor recreational facilities,Toronto,238513.910645,10494.61206838,2015
Downsview Arena,Indoor sports arenas,Toronto,769281.02,177104.91167434,2015
Deer Park,Public libraries,Toronto,377683.768529,88838.187055696,2015
Dieppe Park Baseball Clubhouse,Other,Toronto,5229.475998999999,16157.730695005997,2015
Dentonia Park Golf Course,Other,Toronto,72082.264777,63884.059867567994,2015
Dawes Road,Public libraries,Toronto,142238.913486,6258.512193384,2015
Driftwood C.C,Community centres,Toronto,339101.691588,111523.72451902198,2015
Disco Road Transfer Station,Other,Toronto,7478530.41,361359.53174031,2015
Douglas Snow Aquatic Center,Indoor swimming pools,Toronto,760185.96,430210.65768465004,2015
Dundas St Clarens Parkette,Other,Toronto,908.9541710000001,39.993983524,2015
Davenport,Public libraries,Toronto,83214.28783,3661.42866452,2015
Dentonia Park Clubhouse,Other,Toronto,11974.024199000001,13136.305426756,2015
Dufferin Transfer Station,Other,Toronto,1653709.500931,251199.82009180402,2015
Dufferin St Clair,Public libraries,Toronto,112711.840028,31525.436680101997,2015
Dufferin Reservoir,Other,Maple,46288.253954,2036.6831739759998,2015
Dufferin King Park,Other,Toronto,6088.045614999999,267.87400705999994,2015
Don Valley Brickwork,Cultural facilities,Toronto,162134.02604599998,47749.999457494,2015
Davisville Childcare Centre,Other,Toronto,27027.117188,1189.193156272,2015
Downsview Dell,Social housing,Toronto,140087.357892,6163.843747248,2015
Downsview Dells,Other,Toronto,19529.96154,859.3183077599999,2015
Don Valley Golf Course,Other,Toronto,85963.317621,44842.20086141399,2015
Don Valley Parks,Other,Toronto,908.918539,39.992415715999996,2015
Don Valley Parkway,Street lighting,Toronto,2731324.73467,120178.28832548,2015
Don Valley Gc Service Bldg,Other,Toronto,33654.16401,22091.55583944,2015
Davisville Park/Tennis,Indoor recreational facilities,Toronto,37051.169343,14838.358955501997,2015
Eatonville,Public libraries,Toronto,187154.336001,40492.30317779399,2015
Earl Bales C.C & Senior,Community centres,Toronto,419841.757999,98137.84075265602,2015
East York Curling Club House,Indoor recreational facilities,Toronto,369347.830785,102311.75990772,2015
East Scar Boys/Girls Club,Community centres,Toronto,335767.27,93577.82178649999,2015
East York Arena,Indoor sports arenas,Toronto,927722.82,165381.36946728,2015
East Service Building,Public libraries,Toronto,566318.941732,122186.689779248,2015
Eastview Neighbourhood Comm Ctr,Community centres,Toronto,335816.130053,53239.744427992,2015
East York Community Centre,Community centres,Toronto,502601.54057099996,286990.5841296839,2015
Eastern Ave Yard / Office,Storage,Toronto,1134307.42,876977.9336046799,2015
Eastern Ave Yard / Shop,Storage,Toronto,105513.33672800001,30842.055458721996,2015
Elmbrook Park,Public libraries,Toronto,57001.297618000004,8745.333369722,2015
Eastern & Booth Blocks,Storage,Toronto,3068724.94,885573.20774738,2015
Earl Bales Park,Community centres,Toronto,317269.786685,13959.87061414,2015
Earls Bales Park Flame,Other,Toronto,0,29419.739999999998,2015
Etienne Brule Park Wr,Other,Toronto,24809.367764,1091.6121816159998,2015
Earl Bales Ski Tow,Other,Toronto,422461.553847,18588.308369267997,2015
Economic Development,Other,Toronto,493007.858449,21692.345771755998,2015
Earlscourt Park,Other,Toronto,201259.233339,8855.406266916,2015
Edwards Gardens,Cultural facilities,Toronto,81611.679545,78573.46389561999,2015
Edithvale C.C,Community centres,Toronto,671092.27,113126.68306262,2015
Eastern District Office,Administrative Offices,Toronto,96831.286832,72029.351614948,2015
East Don Parkland,Other,Toronto,21949.133349,965.7618673559999,2015
Eglinton Flats Service Bldg,Storage,Toronto,80615.96117600001,26099.937353704,2015
Eglinton Flats Sport Pavilions,Other,Toronto,568735.940527,50362.165247797995,2015
Evelyn Gregory,Public libraries,Toronto,77647.705747,30250.830230228,2015
Eglinton Ave W,Parking garages,Toronto,2087.9107879999997,91.86807467199998,2015
Eglinton Ave E,Other,East York,24380.222212999997,1072.7297773719997,2015
Eglinton-Bellamy Storm Pumping Station,Other,Scarborough,35190.873688,1548.3984422719998,2015
Eglinton-Venn Parkette,Other,Toronto,25484.772762,1121.330001528,2015
Ellesmere C.C,Community centres,Toronto,208016.50836399998,69997.789873676,2015
Ellerslie Park,Other,Toronto,4633.4828720000005,203.873246368,2015
Ellesmere Yard,Storage,Toronto,1547276.7,640555.3483458001,2015
Elmbank Community Centre,Community centres,Toronto,167004.420504,46200.40730178599,2015
East Lynn Park,Other,Toronto,6891.631646999999,303.2317924679999,2015
Ellesmere Pumping Station,Water Pumping,Toronto,26096836.5425,1148260.80787,2015
Emery Works Yard,Storage,Toronto,343615.68,174917.90203938,2015
EMS Workshop West,Ambulance Station,Toronto,14315.428612,9971.082925387998,2015
Etobicoke North Office,Administrative Offices,Toronto,490051.928684,108822.07016128598,2015
East Point Park,Other,Toronto,153311.908552,26743.796743268,2015
Eglinton Pumping Station,Water Pumping,Toronto,7026420.41,309162.49804,2015
Emery Parks Yard,Storage,Toronto,191290.472711,117620.424628984,2015
Eringate Pool (outdoor),Other,Toronto,32991.303367,29049.397348148,2015
Eglinton Square,Public libraries,Toronto,80918.761038,3560.4254856719995,2015
Etobicoke South Office,Administrative Offices,Toronto,419186.28966799995,68869.50792275199,2015
Esther Shiner Stadium,Other,Toronto,404065.00750600005,17778.860330264,2015
Etobicoke Animal Centre,Other,Toronto,135114.643235,128810.56537167999,2015
East Toronto Athletic Fieldhouse,Other,Toronto,10358.373294,455.76842493600003,2015
Etobicoke Civic Centre,Administrative Offices,Toronto,5039513.929998999,625684.7785443559,2015
Etobicoke Centennial Arena,Indoor sports arenas,Toronto,1921138.066129,219520.79800235596,2015
Emergency Task Force,Police Station,Toronto,533414.271711,145028.23577345398,2015
Etobicoke Olympium,Indoor recreational facilities,Toronto,3265689.62,1053606.32567269,2015
E.T. Seton Park,Other,Toronto,6592.105488,290.052641472,2015
East York Civic Centre,Administrative Offices,Toronto,1600085.46,247045.58999376,2015
East York Clubhouse,Indoor recreational facilities,Toronto,16716.351823,6155.609505212,2015
Fairbank Memorial R.C.,Community centres,Toronto,345362.79879000003,99103.34360141998,2015
Fairmount Park C.R.C,Community centres,Toronto,11731.539094,516.1877201359999,2015
Fairfield Senior Centre,Indoor recreational facilities,Toronto,79924.514867,69808.701141118,2015
Fairford Parkette,Other,Toronto,1.981816,0.087199904,2015
Falstaff C.C,Community centres,Toronto,161123.302871,65998.08071736399,2015
Fairbank Park Pool,Other,Toronto,106922.232402,155467.74822781797,2015
Felstead Park,Other,Toronto,3635.84746,159.97728823999998,2015
Fenside Arena,Indoor sports arenas,Toronto,389061.628557,92916.82273603801,2015
Firgrove Park,Other,Toronto,12652.041806000001,556.689839464,2015
Franklin Horner,Community centres,Toronto,276851.267429,179499.18596362596,2015
Fairhaven Pool (outdoor),Other,Toronto,25970.079649,43102.319970505996,2015
Fred Hamilton Playground,Other,Toronto,7558.718540000001,332.58361576,2015
Fudger House,Long-term care,Toronto,1890598.82,770224.64823625,2015
